volume,image_number,first_letter,entry,topic,problem,item
2,42,P,Predestination,Predestination,"The point of reference for ""Reprobates"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 139 [Reprobates] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-d6466de3e
2,42,P,Priesthood,Priesthood,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-ad8e73282
2,42,P,Prison,Prison,"The points of reference for ""Workhouse""and ""Jailer"" are not entirely clear, as there are no alphabetical entries for these terms. The Octavo Index indicates that 399 [Jailer] and 793 [Workhouse] may be the earliest occurrences of these topics in the Numerical section of the Alvearium. The page where 793 [Workhouse] might appear is missing from the manuscript.",#item-254f3c14e
2,43,P,"Prison, continued","Prison, continued","This entry is a continuation of Prison, which appears at the end of the previous page of the Alvearium.",#item-352e6ec4b
2,43,P,Priviledge,Priviledge,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-b0ebe4c9a
2,43,P,Prognostications,Prognostications,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-46c12529d
2,43,P,Proof,Proof,"The points of reference for ""Trial"" and ""Essay"" are not entirely clear, as there are no alphabetical entries for these terms. The Octavo Index indicates that 783 [Argument, trial or essay] may be the earliest occurrence of these topics in the Numerical section of the Alvearium, but the page where it would appear is missing from the manuscript.",#item-e4d9f00a8
2,44,P,Proverbs,Proverbs,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-ae7b3ea31
2,44,P,Prudence,Prudence,"The point of reference for ""Wit"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 313 [Wit] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-65603f9c3
2,44,P,Punishment,Punishment,"This entry continues this topic on the following page of the Alvearium as Punishment, continued.",#item-79ffc5944
2,44,P,"Punishment, continued","Punishment, continued","This entry is a continuation of Punishment, which appears at the end of the previous page of the Alvearium.",#item-726c1f794
2,45,P,Purity,Purity,"The point of reference for ""Cleanliness"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 598 [Cleanliness] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-1853bb2f8
2,45,R,Rarity,Rarity,"The point of reference for ""Obsolete"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 355 [Old and obsolete] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-d074add5b
2,46,R,Redemption,Redemption,"The point of reference for ""Reprobates"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 139 [Reprobates] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-6483207bc
2,47,R,Reliques,Reliques,"The point of reference for ""Old rags"" is unclear, as there is no alphabetical entry for this term.",#item-d3ad071e9
2,47,R,Reputation,Reputation,"The point of reference for ""Esteem"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 829 [Esteem] might be the first relevant entry in the numerical section of the Alvearium, but it is on a missing page.",#item-e761d6029
2,47,R,Resurrection,Resurrection,"This entry continues this topic on the following page of the Alvearium as Resurrection, continued.",#item-2ed58825b
2,48,R,"Resurrection, continued","Resurrection, continued","This entry is a continuation of Resurrection, which appears at the end of the previous page of the Alvearium.",#item-496e9fab4
2,49,R,Robbery,Robbery,"The point of reference for ""Steal"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 866 [Stealing] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-8f2a11623
2,50,S,Scab,Scab,"The point of reference for ""Frenck Pocks"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 637 [French Pocks] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-185e1fcfc
2,50,S,Secretary,Secretary,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-0ea0eea72
2,51,S,Security,Security,"The point of reference for ""Preparation"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 636 [Preparation] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-d86effcab
2,51,S,Seeming,Seeming,"The point of reference for ""Substantial"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that [Substantial] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-395603741
2,52,S,Servitude,Servitude,"The point of reference for ""Neger"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 382 [Neger] may be the earliest occurrence of this topic in the Numerical section of the Alvearium. It is also unclear as to whether or not ""White"" should be considered its own entry. Here we have annotated it as if it were so.",#item-62e3b4e15
2,52,S,Severity,Severity,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-248d6ff8e
2,52,S,Shape,Shape,"The points of reference for ""Face""and ""Form"" are not entirely clear, as there are no alphabetical entries for these terms. The Octavo Index indicates that 762 [Face] and 763 [Form] may be the earliest occurrences of these topics in the Numerical section of the Alvearium, but the page on which they would appear is missing from the manuscript.",#item-f4b4428ef
2,52,S,Silence,Silence,"This entry continues this topic on the following page of the Alvearium as Silence, continued.",#item-0e7ccb2d3
2,53,S,"Silence, continued","Silence, continued","This entry is a continuation of Silence, which appears at the end of the previous page of the Alvearium.",#item-5dbcaef42
2,53,S,Similitude,Similitude,"The point of reference for ""Comparison"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 534 [Comparison] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-0bc964271
2,53,S,Skill,Skill,"The point of reference for ""Ability"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 258 [Ability] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-101189171
2,53,S,Skin,Skin,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-4c481d25a
2,54,S,Slavery,Slavery,"The point of reference for ""Captivity"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 351 [Captivity] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-60fdb7e63
2,54,S,Soon,Soon,"The point of reference for ""Dispatch"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 175 [Dispatch] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-4adfacb54
2,54,S,Speech,Speech,"The point of reference for ""Laconism"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 2 [Laconism] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-34bb03e62
2,55,S,Star,Star,"The point of reference for ""Astrology"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 24 [Astrology] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-96b5d075f
2,55,S,Strappado,Strappado,"The point of reference for ""Torturing"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 419 [Torturing] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-d63cc68df
2,56,S,Stubborness,Stubborness,"The point of reference for ""waspish"" is unclear, as there is no alphabetical entry for this term.",#item-223af03d7
2,56,S,Student,Student,"The point of reference for ""to Retain"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 866 [to Retain] might be the first relevant entry in the numerical section of the Alvearium, but it appears on a missing page.",#item-940dd7ef9
2,57,T,Tailor,Tailor,"The points of reference for ""Seamster"" and ""to Sell"" are not entirely clear, as there are no alphabetical entries for these terms. The Octavo Index indicates that 604 [to Sell] may be the earliest occurrence of this topic in the Numerical section of the Alvearium. The Octavo Index indicates that 861 [Seamster] might be the earliest occuring entry referencing ""Seamster"", but the page on which it would appear is missing from the manuscript.",#item-5ba038f11
2,57,T,Temptation,Temptation,"The points of reference for ""Instigation""and ""Provocation"" are not entirely clear, as there are no alphabetical entries for these terms. The Octavo Index indicates that 602 [Instigation] and 120 [Provocation] may be the earliest occurrences of these topics in the Numerical section of the Alvearium. This entry continues this topic on the following page of the Alvearium as Temptation, continued.",#item-d5b751b3a
2,58,T,"Temptation, continued","Temptation, continued","This entry is a continuation of Temptation, which appears at the end of the previous page of the Alvearium.",#item-2b6eb82d1
2,58,T,"Time, continued","Time, continued","This entry continues this topic on the following page of the Alvearium as Time, continued.",#item-21d76679c
2,59,T,"Time, continued","Time, continued","This entry is a continuation of Time, which appears at the end of the previous page of the Alvearium.",#item-62c387788
2,60,T,Trade,Trade,"The points of reference for ""Shopkeeper""and ""Butcher"" are not entirely clear, as there are no alphabetical entries for these terms. The Octavo Index indicates that 109 [a Shopkeeper] and 350 [Butchering] may be the earliest occurrences of these topics in the Numerical section of the Alvearium.",#item-dbf3ca43c
,60,T,Tradition,Tradition,"The point of reference for ""Hear-say"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 779 [Hear-say] may be the earliest occurrence of this topic in the Numerical section of the Alvearium, but the page on which it would appear is missing from the manuscript.",#item-606ddb1f8
2,60,T,Trance,Trance,"The point of reference for ""Enthusiasm"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 35 [Enthusiasm] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-abf4403a2
2,60,T,Travelling,Travelling,"The point of reference for ""Departure"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 713 [Departure] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-d0f258fc8
2,61,U,Vine,Vine,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-aa91ae3f0
2,62,U,Unfruitfullness,Unfruitfullness,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-699585c8d
2,62,U,University,University,"The point of reference for ""Professors"" is unclear, as there is no alphabetical entry for this term. ",#item-fb3f37194
2,62,U,Unknown,Unknown,"The point of reference for ""in cognito"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 262 [In Cognito] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-45f8ddbd8
2,62,U,Unstableness,Unstableness,"The point of reference for ""Renouncing"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 418 [Renouncing] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-0e6cfecca
2,63,V,Voracity,Voracity,"The point of reference for ""Glutton"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 816 [Gluttony] may be the earliest occurrence of this topic in the Numerical section of the Alvearium, but the page on which it would be found is missing from the manuscript.",#item-9e391e5e8
2,63,U,Utility,Utility,"The point of reference for ""Use"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 155 [Use] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-c2d0a49aa
2,63,W,Want,Want,"The point of reference for ""Impotency"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 334 [Impotency] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-fb74e9d20
2,64,W,Whoredom,Whoredom,Damage to the manuscript has made the topic of one of this entry's cross references illegible.,#item-74d7d6014
2,65,W,Wind,Wind,"The point of reference for ""1316"" is unclear. ",#item-e4ac066b8
2,66,W,Wood,Wood,"The point of reference for ""Timber"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 798 [Timber] The point of reference for ""Timber"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 798 might the first relevant entry in the numerical section of the Alvearium, but it appears on a missing page, but the page on which it would appear is missing from the manuscript.",#item-ae92c0788
2,66,W,Work,Work,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-ca04f2c8c
2,66,W,Worlds end,Worlds end,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-cc1193c3a
2,67,W,Will-worship,Will-worship,"The point of reference for ""1316"" is unclear.",#item-d4a3712ee
2,67,W,Wound,Wound,"The point of reference for ""Bites"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 852 [Bite] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-daf426cdf
2,67,W,Wrinkle,Wrinkle,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-b1b13ccc2
2,67,Y,Year,Year,"The solitary ""add"" at the end of this entry may mark a cross-reference that Pastorius mistakenly did not complete.",#item-54e887c65
2,67,Y,Youth,Youth,"The point of reference for ""Boy"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 934 [a Boy] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-c4abd3d9f
2,67,Z,Zeal,Zeal,"The point of reference for ""Lukewarmness"" is not entirely clear, as there is no alphabetical entry for this term. The Octavo Index indicates that 27 [Lukewarmness] may be the earliest occurrence of this topic in the Numerical section of the Alvearium.",#item-1ca6147fc
