pid,volume,image,pastorius_page_numbers,older_pastorius_page_numbers,type,secondary_type,section_title,secondary_section_title,tertiary_section_title,pastorius_section_header,pastorius_description,contents,secondary_contents,first_entry,last_entry,order,thumbnail,full,notes_DONOTUSE
toc1_075,1,85,25,,Emblematical Recreations,,Emblematical Recreations,,,Emblematical Recreations,"Emblems are so called [GREEK] from inserting or putting in. For whatsoever is laid in embroidered, checkered or engraved of many pieces of divers. Colours may properly be called an Emblem, But metaphorically (: or in a figurative manner of Speech :) Emblems signify Mottos or Devices, which point at a mystical or hidden Sense of certain Pictures ~ And so there must be first a Body, viz: a fair representation; secondly the soul, to give life to the body, viz: a short but witty Motto or Word, answerable to the Picture, not too obscure, nor too plain. Best of all all hemistich of some different Language. Emblems require as well an artificious hand of either a Painter or Engraver, as likewise a quibbling Brain of a Word-measuring Poet - Retoribus atque Poëtes, Quid libet audendi semper fuit [ae]qua potestas -- /",,,,,75,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0084/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0084/full/full/0/default.jpg,"TRANSCRIPTION TO BE CONTINUED: And whereas Examples everywhere prevail above Precepts, I under the following heads viz: 1 the Whole World. 2. the Heaven. 3. Sun, Moon and Stars. 4. the Air & Etherial regions. 5. the Fire. 6. the Water, Rivers, Fountains. &c. 7. the Earth. 8. Mortals & Minerals. 9. Stones, Jewels, Pearls. &c. 10. Trees & Shrubs with 11. the Several Fruits thereof. 12. Herbs & Flowers. 13. Fourfooted Creatures. 14. Birds, Fowls & all what flieth. 15. Fishes & Amphibious. 16. Serpents, Creeping Vermins & Insects. 17. Buildings, Gardens & what not. 18. Houshold Stuff. 19. Tools or Instruments. 20. Clocks, Dials,"
toc1_076,1,86,26,,Emblematical Recreations,,Emblematical Recreations,,,,,1. The Universe or Whole World - 2. The Heavens,,1. The Universe or Whole World,2. The Heavens,76,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0085/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0085/full/full/0/default.jpg,
toc1_077,1,87,27,,Emblematical Recreations,,Emblematical Recreations,,,,,"3. Sun, Moon & Stars",,"3. Sun, Moon & Stars",,77,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0086/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0086/full/full/0/default.jpg,
toc1_078,1,88,28,,Emblematical Recreations,,Emblematical Recreations,,,,,"3. Sun, Moon & Stars (cont.)",,"3. Sun, Moon & Stars (cont.)",,78,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0087/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0087/full/full/0/default.jpg,
toc1_079,1,89,29,,Emblematical Recreations,,Emblematical Recreations,,,,,"3. Sun, Moon & Stars (cont.) - 4. The Air & Etherial Regions",,"3. Sun, Moon & Stars (cont.)",4. The Air & Etherial Regions,79,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0088/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0088/full/full/0/default.jpg,
toc1_080,1,90,30,,Emblematical Recreations,,Emblematical Recreations,,,,,"5. The Fire - 6. The Waters, Rivers, Fountains",,5. The Fire,"6. The Waters, Rivers, Fountains",80,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0089/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0089/full/full/0/default.jpg,
toc1_081,1,91,31,,Emblematical Recreations,,Emblematical Recreations,,,,,7. The Earth - 8. Metals & Minerals,,7. The Earth,8. Metals & Minerals,81,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0090/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0090/full/full/0/default.jpg,
toc1_082,1,92,32,,Emblematical Recreations,,Emblematical Recreations,,,,,"9. Stones, Jewels, Pearls &c. - 10. Trees & Shrubs",,"9. Stones, Jewels, Pearls &c.",10. Trees & Shrubs,82,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0091/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0091/full/full/0/default.jpg,
toc1_083,1,93,33,,Emblematical Recreations,,Emblematical Recreations,,,,,11. Several Fruits - 12. Herbs & Flowers,,11. Several Fruits,12. Herbs & Flowers,83,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0092/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0092/full/full/0/default.jpg,
toc1_084,1,94,34,,Emblematical Recreations,,Emblematical Recreations,,,,,13. Fourfooted Creatures,,13. Fourfooted Creatures,,84,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0093/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0093/full/full/0/default.jpg,
toc1_085,1,95,35,,Emblematical Recreations,,Emblematical Recreations,,,,,"14. Birds, fowls & flying Ones",,"14. Birds, fowls & flying Ones",,85,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0094/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0094/full/full/0/default.jpg,
toc1_086,1,96,36,,Emblematical Recreations,,Emblematical Recreations,,,,,"14. Birds, fowls & flying Ones (cont.) - 15. Fishes & Amphibious",,"14. Birds, fowls & flying Ones (cont.)",15. Fishes & Amphibious,86,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0095/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0095/full/full/0/default.jpg,
toc1_087,1,97,37,,Emblematical Recreations,,Emblematical Recreations,,,,,"16. Serpens, Vermins & Insects - 17. Buildings, Gardens",,"16. Serpens, Vermins & Insects","17. Buildings, Gardens",87,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0096/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0096/full/full/0/default.jpg,
toc1_088,1,98,38,,Emblematical Recreations,,Emblematical Recreations,,,,,18. Houshold-Stuff. Clothes. &c. - 19. Tools or Instruments,,18. Houshold-Stuff. Clothes. &c.,19. Tools or Instruments,88,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0097/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0097/full/full/0/default.jpg,
toc1_089,1,99,39,,Emblematical Recreations,,Emblematical Recreations,,,,,"19. Tools or Instruments (cont.) - 20. Clocks, Dials, Hourglasses",,19. Tools or Instruments (cont.),"20. Clocks, Dials, Hourglasses",89,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0098/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0098/full/full/0/default.jpg,
toc1_090,1,100,40,,Emblematical Recreations,,Emblematical Recreations,,,,,21. Weapons & the like,,21. Weapons & the like,,90,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0099/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0099/full/full/0/default.jpg,
toc1_091,1,101,41,,Emblematical Recreations,,Emblematical Recreations,,,,,22. Books. &c.,,22. Books. &c.,,91,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0100/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0100/full/full/0/default.jpg,
toc1_092,1,102,42,,Emblematical Recreations,,Emblematical Recreations,,,,,23. Man & Woman,,23. Man & Woman,,92,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0101/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0101/full/full/0/default.jpg,
toc1_093,1,103,43,,Emblematical Recreations,,Emblematical Recreations,,,,,24. The many Members of the Body,,24. The many Members of the Body,,93,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0102/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0102/full/full/0/default.jpg,
toc1_094,1,104,44,,Emblematical Recreations,,Emblematical Recreations,,,,,25. Death and Funerals,,25. Death and Funerals,,94,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0103/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0103/full/full/0/default.jpg,
toc1_095,1,105,45,,Emblematical Recreations,,Emblematical Recreations,,,,,26. Biblical Histories,,26. Biblical Histories,,95,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0104/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0104/full/full/0/default.jpg,
toc1_096,1,106,46,,Emblematical Recreations,,Emblematical Recreations,,,,,26. Bibliocal Histories (cont.),,26. Biblical Histories (cont.),,96,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0105/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0105/full/full/0/default.jpg,
toc1_097,1,107,47,,Emblematical Recreations,,Emblematical Recreations,,,,,27. Prophane Histories & Fables,,27. Prophane Histories & Fables,,97,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0106/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0106/full/full/0/default.jpg,
toc1_098,1,108,48,,Emblematical Recreations,,Emblematical Recreations,,,,,27. Prophane Histories & Fables (cont.),,27. Prophane Histories & Fables (cont.),,98,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0107/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0107/full/full/0/default.jpg,
toc1_099,1,109,49,,Emblematical Recreations,,Emblematical Recreations,,,,,Untitled Emblematical Recreations,,✝️,Monarchy,99,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0108/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0108/full/full/0/default.jpg,"Actual last entry on page is an addition to first entry on page (✝️). Query: in these cases, should we mark ""Monarchy"" as the last entry or ""✝️""?"
toc1_100,1,110,50,,Emblematical Recreations,,Emblematical Recreations (Supplemental),,,,A few Supplements to ye Biblical Histories,,,A few Supplements to ye Biblical Histories,,100,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0109/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0109/full/full/0/default.jpg,
toc1_101,1,111,51,,Emblematical Recreations,,Emblematical Recreations (Supplemental),,,,A few Supplements to ye Biblical Histories (cont.),,,A few Supplements to ye Biblical Histories (cont.),,101,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0110/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0110/full/full/0/default.jpg,
toc1_102,1,112,52,,Emblematical Recreations,,Emblematical Recreations (Supplemental),,,,A few Supplements to ye Biblical Histories (cont.),,,A few Supplements to ye Biblical Histories (cont.),,102,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0111/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0111/full/full/0/default.jpg,
toc1_103,1,113,53,,Emblematical Recreations,,Emblematical Recreations (Supplemental),,,,A few Supplements to §. 27. or Profane Transactions and Histories,,,A few Supplements to §. 27. or Profane Transactions and Histories,,103,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0112/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0112/full/full/0/default.jpg,
toc1_104,1,114,54,,Introductory Material,,Front Matter,First Version,,Mellitotrophium Apicula Germanopolitan[ae]. F.D.P.,,Introductory Material,,,,104,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0113/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0113/full/full/0/default.jpg,"Title page, verses, etc."
toc1_105,1,115,55,,Introductory Material,Onomastic Symbols,Front Matter,First Version,Symbola Onomastica,Francis Daniel Pastorius. His Hive or Bee-stock. Containing above two thousand little Honey-Combs; Begun in the Year 1696-- And continued for the use of his Children.,,Introductory Material,Symbola Onomastica 1 - 19,1,19,105,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0114/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0114/full/full/0/default.jpg,"Title page, introductory notes, onomastic symbols (1-19), etc.; there are actually 36 onomastic symbols, but FDP has numbered the lines from 1 to 19; continues on image 142"
toc1_106,1,116,55.2,,Book List,,Quaker Writings,,,,Pag. 55 being a Suppemt. to the next three leaves. ,1 - 73,,1,73,106,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0115/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0115/full/full/0/default.jpg,Supplement to the next three leaves
toc1_107,1,117,56,,Book List,,Quaker Writings,,,,,74 - 105,,74,105,107,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0116/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0116/full/full/0/default.jpg,
toc1_108,1,118,56.2,,Book List,,Quaker Writings,,,,,106 - 180,,106,180,108,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0117/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0117/full/full/0/default.jpg,
toc1_109,1,119,57,,Book List,,Quaker Writings,,,,,181 - 269,,181,269,109,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0118/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0118/full/full/0/default.jpg,
toc1_110,1,120,57.2,,Book List,,Quaker Writings,,,,,270 - 347,,270,347,110,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0119/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0119/full/full/0/default.jpg,
toc1_111,1,121,58,,Book List,,Quaker Writings,,,,,350 - 429,,350,429,111,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0120/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0120/full/full/0/default.jpg,
toc1_112,1,122,58.2,,Book List,,Quaker Writings,,,,"Some more of the Writings of the aforesaid People, who make Profession of the True Light, CHRIST JESUS, and are enlightened thereby, See infra pag. 375. 376.",430 - 465,,430,465,112,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0121/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0121/full/full/0/default.jpg,
toc1_113,1,123,59,,Book List,,Non-Quaker Writings,,,"Out of some Other Authors, who did not Profess (much less Possess: yet some thereof in measure) the same Truth with us. ./.",,1 - 59,,1,59,113,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0122/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0122/full/full/0/default.jpg,
toc1_114,1,124,59.2,,Book List,,Non-Quaker Writings,,,,,61 - 130,,61,130,114,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0123/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0123/full/full/0/default.jpg,"60 does not exist; I have marked such absences, but in general, the numbering includes intentional gaps in the middle of the pages as well"
toc1_115,1,125,60,,Book List,,Non-Quaker Writings,,,,,131 - 192,,131,192,115,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0124/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0124/full/full/0/default.jpg,
toc1_116,1,126,60.2,,Book List,,Non-Quaker Writings,,,,,200 - 267,,200,267,116,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0125/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0125/full/full/0/default.jpg,193 to 199 does not exist
toc1_117,1,127,61,,Book List,,Non-Quaker Writings,,,,,268 - 322,,268,322,117,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0126/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0126/full/full/0/default.jpg,
toc1_118,1,128,61.2,,Book List,,Quaker Writings,Friends Writings,,"Collections of Friends Writings, &c.",Adde suprà pag. 56 & infrà p. 376 nu[m]. 61. 62. & in hac. pag. num. 400. post num. 1005,371 - 400,,371,400,118,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0127/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0127/full/full/0/default.jpg,
toc1_119,1,129,62,,Book List,,Non-Quaker Writings,,,,,1 - 60,,1,60,119,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0128/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0128/full/full/0/default.jpg,
toc1_120,1,130,62.2,,Book List,,Non-Quaker Writings,,,,,62 - 113,,62,113,120,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0129/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0129/full/full/0/default.jpg,
toc1_121,1,131,63,,Book List,,Non-Quaker Writings,Anonymous Non-Quaker Writings,,Some More anonymous Authors besides those in [MISSING],,120 - 148,Epigraphs,120,148,121,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0130/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0130/full/full/0/default.jpg,Epigraphs at bottom of page below list item 148
toc1_122,1,132,63.2,,Book List,,Quaker Writings,Friends Writings,,,,Num. 1 - Num. 9,1 - 48,Num. 1,Num. 9,122,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0131/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0131/full/full/0/default.jpg,
toc1_123,1,133,64,,Book List,,Quaker Writings,Friends Writings,,,"NB. that [:Symb:] with the number affixed, refers to my Symbola Onomastica, p. 55. 67. 46. 136. &c. & [:Rhym:] ... to the Rhymes p. 425. &c.",Num. 10 - Num. 18,,Num. 10,Num. 18,123,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0132/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0132/full/full/0/default.jpg,
toc1_124,1,134,64.2,,Book List,,Non-Quaker Writings,,,,"Books in Folio, In Quarto, In Octavo, In Duodecimo",1 - 13; 36 - 40; 80 - 83; 120 - 127,,,,124,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0133/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0133/full/full/0/default.jpg,Works are grouped according to format; numbering system is a bit arcane in that I don't understand it
toc1_125,1,135,65,,Book List,,Non-Quaker Writings,Anonymous Non-Quaker Writings,,"More Anonymous Authors, which were No Quakers, besides those in pag. 63.1st.",,1 - 14 & other unnumbered entries,149 - 159,,,125,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0134/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0134/full/full/0/default.jpg,Arcane numbering system remains arcane
toc1_126,1,136,65.2,,Book List,,Quaker Writings,Anonymous Quaker Writings,,Some more Anonymous Writings publish'd by those called Quakers,,1 - 6; 1 - 9; 26 - 30,,,,126,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0135/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0135/full/full/0/default.jpg,
toc1_127,1,137,66,,Emblematical Recreations,,Emblematical Recreations (Supplemental),,,A few Supplements to my former Emblematical Recreations,,1 - 24,,1,24,127,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0136/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0136/full/full/0/default.jpg,Supplement to earlier section (image 85-109)
toc1_128,1,138,66.2,,Emblematical Recreations,,Emblematical Recreations (Supplemental),,,,,Fr. Quarles Emblems & Emblems of Francis Quarles and Diego de Saavedra Fajardo,,,,128,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0137/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0137/full/full/0/default.jpg,Quarles' section is unnumbered; Saavedra's section numbers from 1 to 38
toc1_129,1,139,67,,Emblematical Recreations,,Emblematical Recreations (Supplemental),,,,,Emblems of Diego de Saavedra Fajardo (cont.),,39,102,129,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0138/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0138/full/full/0/default.jpg,
toc1_130,1,140,67.2,,Onomastic Symbols,,Symbola Onomastica,,,Continuo Symbolorum Onomasticorum,,96 - 179,,96,179,130,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0139/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0139/full/full/0/default.jpg,Continues from image 142
toc1_131,1,141,67.3,,Onomastic Symbols,,Symbola Onomastica,,,,,180 - 249,,180,249,131,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0140/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0140/full/full/0/default.jpg,Continues to image 56
toc1_132,1,142,67.4,,Onomastic Symbols,,Symbola Onomastica,,,,Adde suprà pag. 55.1st,20 - 95,,20,95,132,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0141/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0141/full/full/0/default.jpg,"Continues from image 115, continues to image 140"
toc1_133,1,143,68,,Verse,,Pro & Contra Poetry or Poesie,Miscellaneous Verse,,,,Introduction to the following pages of Pastorius's verses (likely including the Germantown Silva),,,,133,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0142/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0142/full/full/0/default.jpg,Introduction to following pages of FDP's verses; quotations arguing for and against poetry
toc1_134,1,144,?,,Blank Page,,,,,,,,,,,134,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0143/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0143/full/full/0/default.jpg,
toc1_135,1,145,?,,Verse,,Miscellaneous Verse,,,An Alarum to the Wise and Foolish Virgins,,,,,,135,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0144/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0144/full/full/0/default.jpg,
toc1_136,1,146,68.2,,Verse,,Miscellaneous Verse,,,,To my subsequent Hotch-Potch of Rhytmical Whimsies there may also be added what I scribbled above in Pag. 1. 2. 3. 5. 7. 8. 9. 49. 50. 51. 54. 55.,,,,,136,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0145/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0145/full/full/0/default.jpg,
toc1_137,1,147,69,,Indices,Verse,Index to Germantown Silva,,,Index seqq: Metrorum,,Arithmetick - mysteries,,Arithmetick,mysteries,137,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0146/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0146/full/full/0/default.jpg,
toc1_138,1,148,69.2,,Indices,Verse,Index to Germantown Silva,,,,,Neighbourhood - Zaccheus,,Neighbourhood,Zaccheus,138,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0147/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0147/full/full/0/default.jpg,
toc1_139,1,149,70,,Indices,Verse,Index to Germantown Silva,Miscellaneous Verse,,,,Hypocrisie - heavenly Secrets,Poetical phrases & rhymes culled from Miscellaneous Verse,Hypocrisie,heavenly Secrets,139,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0148/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0148/full/full/0/default.jpg,Also contains excerpts from Francis Quarles's emblems
toc1_140,1,150,70.2,,Indices,Verse,Index to Germantown Silva,Miscellaneous Verse,,,,Additions to the preceding Index,Verse written by Pastorius,,,140,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0149/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0149/full/full/0/default.jpg,Additions to previous index; verses
toc1_141,1,151,71,,Verse,,Germantown Silva,,,Silvula Rhytmorum Germanopolitanorum. F. D. P.,,1 - 13,,1,13,141,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0150/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0150/full/full/0/default.jpg,"Not all entires appear, in fact, to be verse"
toc1_142,1,152,71.2,,Verse,,Germantown Silva,,,,,13 (cont.) - 22,,13 (cont.),22,142,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0151/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0151/full/full/0/default.jpg,
toc1_143,1,153,72,,Verse,,Germantown Silva,,,,,23 - 30,,23,30,143,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0152/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0152/full/full/0/default.jpg,
toc1_144,1,154,72.2,,Verse,,Germantown Silva,,,,,31 - 38,,31,38,144,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0153/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0153/full/full/0/default.jpg,
toc1_145,1,155,73,,Verse,,Germantown Silva,,,,,38 (cont.) - 39,,38 (cont.),39,145,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0154/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0154/full/full/0/default.jpg,
toc1_146,1,156,73.2,,Verse,,Germantown Silva,,,,,40 - 52,,40,52,146,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0155/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0155/full/full/0/default.jpg,
toc1_147,1,157,74,,Verse,,Germantown Silva,,,,,53 - 63,,53,63,147,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0156/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0156/full/full/0/default.jpg,
toc1_148,1,158,74.2,,Verse,,Germantown Silva,,,,,64 - 70,,64,70,148,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0157/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0157/full/full/0/default.jpg,
toc1_149,1,159,75,,Verse,,Germantown Silva,,,,,70 (cont.) - 81,,70 (cont.),81,149,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0158/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0158/full/full/0/default.jpg,
