pid,volume,image,pastorius_page_numbers,older_pastorius_page_numbers,type,secondary_type,section_title,secondary_section_title,tertiary_section_title,pastorius_section_header,pastorius_description,contents,secondary_contents,first_entry,last_entry,order,thumbnail,full,notes_DONOTUSE
toc1_156,1,166,79.2,,Verse,,Germantown Silva,,,,,129 (cont.) - 135,,129 (cont.),135,156,,,
toc1_157,1,167,,,Verse,,Germantown Silva,,,,,136 - 144,,136,144,157,,,
toc1_158,1,168,,,Verse,,Germantown Silva,,,,,145 - 152,,145,152,158,,,
toc1_159,1,169,,,Verse,,Germantown Silva,,,,,153 - 161,,153,161,159,,,
toc1_160,1,170,,,Verse,,Germantown Silva,,,,,162 - 167,,162,167,160,,,
toc1_161,1,171,,,Verse,,Germantown Silva,,,,,168 - 186,,168,186,161,,,
toc1_162,1,172,,,Verse,,Germantown Silva,,,,,187 - 198,,187,198,162,,,
toc1_163,1,173,,,Verse,,Germantown Silva,,,,,199 - 206,,199,206,163,,,
toc1_164,1,174,,,Verse,,Germantown Silva,,,,,207 - 212,,207,212,164,,,212 is empty
toc1_165,1,175,,,Blank Page,,,,,,,,,,,165,,,
toc1_166,1,176,,,Verse,,Germantown Silva,,,,,207 - 219,,207,219,166,,,"207-211 numbering repeats, but verse content is different"
toc1_167,1,177,,,Verse,,Germantown Silva,,,,,220 - 225,,220,225,167,,,
toc1_168,1,178,,,Verse,,Germantown Silva,,,,,226,,226,226,168,,,
toc1_169,1,179,,,Verse,,Germantown Silva,,,,,226 (cont.) - 232,,226 (cont.),232,169,,,
toc1_170,1,180,,,Verse,,Germantown Silva,,,,,233 - 240,,233,240,170,,,
toc1_171,1,181,,,Verse,,Germantown Silva,,,,,241 - 247,,241,247,171,,,
toc1_172,1,182,,,Verse,,Germantown Silva,,,,,248 - 258,,248,258,172,,,
toc1_173,1,183,,,Verse,,Germantown Silva,,,,,259 - 270,,259,270,173,,,
toc1_174,1,184,,,Verse,,Germantown Silva,,,,,271 - 278,,271,278,174,,,
toc1_175,1,185,,,Verse,,Germantown Silva,,,,,279 - 289,,279,289,175,,,
toc1_176,1,186,,,Verse,,Germantown Silva,,,,,290 - 304,,290,304,176,,,
toc1_177,1,187,,,Verse,,Germantown Silva,,,,,305 - 319,,305,319,177,,,
toc1_178,1,188,,,Verse,,Germantown Silva,,,,,320 - 325,,320,325,178,,,
toc1_179,1,189,,,Verse,,Germantown Silva,,,,,326 - 328,,326,328,179,,,
toc1_180,1,190,,,Verse,,Germantown Silva,,,,,329 - 336,,329,336,180,,,
toc1_181,1,191,,,Verse,,Germantown Silva,,,,,337 - 339,,337,339,181,,,
toc1_182,1,192,,,Verse,,Germantown Silva,,,,,340 - 347,,340,347,182,,,
toc1_183,1,193,,,Verse,,Germantown Silva,,,,,348 - 358,,348,358,183,,,
toc1_184,1,194,,,Verse,,Germantown Silva,,,,,359,,359,359,184,,,
toc1_185,1,195,,,Verse,,Germantown Silva,,,,,359 (cont.) - 362,,359 (cont.),362,185,,,360 through end of page canceled
toc1_186,1,196,,,Verse,,Germantown Silva,,,,,363 - 370,,363,370,186,,,
toc1_187,1,197,,,Verse,,Germantown Silva,,,,,371 - 372,,371,372,187,,,
toc1_188,1,198,,,Verse,,Germantown Silva,,,,,372 (cont.),,372 (cont.),372 (cont.),188,,,
toc1_189,1,199,,,Verse,,Germantown Silva,,,,,373 - 388,,373,388,189,,,
toc1_190,1,200,,,Verse,,Germantown Silva,,,,,389 - 396,,389,396,190,,,
toc1_191,1,201,,,Verse,,Germantown Silva,,,,,396 (cont.) - 400,,396 (cont.),400,191,,,
toc1_192,1,202,,,Verse,,Germantown Silva,,,,,401 - 417,,401,417,192,,,
toc1_193,1,203,,,Verse,,Germantown Silva,,,,,418 - 427,,418,427,193,,,
toc1_194,1,204,,,Verse,,Germantown Silva,,,,,428 - 436,,428,436,194,,,
toc1_195,1,205,,,Verse,,Germantown Silva,,,,,437 - 445,,437,445,195,,,
toc1_196,1,206,,,Verse,,Germantown Silva,,,,,445 (cont.) - 451,,445 (cont.),451,196,,,
toc1_197,1,207,,,Verse,,Germantown Silva,,,,,451 (cont.) - 456,,451 (cont.),456,197,,,
toc1_198,1,208,,,Verse,,Germantown Silva,,,,,457 - 465,,457,465,198,,,
toc1_199,1,209,,,Verse,,Germantown Silva,,,,,466 - 475,,466,475,199,,,
toc1_200,1,210,,,Verse,,Germantown Silva,,,,,476 - 487,,476,487,200,,,
toc1_201,1,211,,,Verse,,Germantown Silva,,,,,488 - 495,,488,495,201,,,495 is empty
toc1_202,1,212,,,Blank Page,,,,,,,,,,,202,,,
toc1_203,1,213,,,Blank Page,,,,,,,,,,,203,,,
toc1_204,1,214,,,Blank Page,,,,,,,,,,,204,,,
toc1_205,1,215,,,Blank Page,,,,,,,,,,,205,,,
toc1_206,1,216,,,Blank Page,,,,,,,,,,,206,,,
toc1_207,1,217,,,Blank Page,,,,,,,,,,,207,,,
toc1_208,1,218,,,Blank Page,,,,,,,,,,,208,,,
toc1_209,1,219,,,Blank Page,,,,,,,,,,,209,,,
toc1_210,1,220,,,Verse,,Epigrams,,,,"Since Epigrams (short-paroxysm'd Rimes,) By [lazie/busie] Folks are well lik'd in these Times, / Wherein we breathe, Of such like Meeters meet I will impart to you Sheet after Sheet! / The Printer's Man to pay, take ye the Care & pains, I for myself shall have my labour for my pains. / Some such short Rimes vide suprà pag. 1. 2. 3. 5. 8. 49. /. 71. & 2. / & infrà pag. seq. p. 425. &c. p. 431 &c. num. 2311. &c. p. ult. / Philyra prima Schediasma Secunden. Tertia Charta / Quarta Papyrus. Philura Quinta./.",600,,600,600,210,,,Germantown verse miscellany (cont.) (is it???)
toc1_211,1,221,,,Verse,,Epigrams,,,,,601 - 669,,601,669,211,,,
toc1_212,1,222,,,Verse,,Epigrams,,,,,670 - 679,,670,679,212,,,
toc1_213,1,223,,,Blank Page,,,,,,,,,,,213,,,
toc1_214,1,224,,,Verse,,Miscellaneous Verse,,,,,,,851,862,214,,,Also contains index to FDP's Alphabeto Rhytmico verses; Germantown verse miscellany (cont.) (is it???)
toc1_215,1,225,,,Onomastic Symbols,,Symbola Onomastica,,,Continuatio Symbolorum Onomasticorum F. D. P. Adde suprà Pag. 55. &c.,,466 - 525,,466,525,215,,,Continues from image 58
toc1_216,1,226,,,Onomastic Symbols,,Symbola Onomastica,,,,,526 - 600,,526,600,216,,,
toc1_217,1,227,,,Onomastic Symbols,,Symbola Onomastica,,,,,601 - 677,,601,677,217,,,
toc1_218,1,228,,,Onomastic Symbols,,Symbola Onomastica,,,,,678 - 735,,678,735,218,,,
toc1_219,1,229,,,Onomastic Symbols,,Symbola Onomastica,,,,,736 - 796,,736,796,219,,,First few entries are largely illegible
toc1_220,1,230,,,Blank Page,,,,,,,,,,,220,,,
toc1_221,1,231,,,Onomastic Symbols,,Symbola Onomastica,,,,,Unnumbered onomastic symbols,,,,221,,,"Content appears to be onomastic symbols, but entries are unnumbered"
toc1_222,1,232,,,Blank Page,,,,,,,,,,,222,,,
toc1_223,1,233,,,Blank Page,,,,,,,,,,,223,,,
toc1_224,1,234,,,Blank Page,,,,,,,,,,,224,,,
toc1_225,1,235,,,Blank Page,,,,,,,,,,,225,,,
toc1_226,1,236,,,Miscellania,,Miscellaneous Excerpts,,,,,Text pertaining to the Title Deed for Land in Germantown,,,,226,,,
toc1_227,1,237,,,Blank Page,,,,,,,Blank pages,,,,227,,,
toc1_228,1,238,,,Blank Page,,,,,,,,,,,228,,,
toc1_229,1,239,,,Blank Page,,,,,,,,,,,229,,,
toc1_230,1,240,,,Blank Page,,,,,,,,,,,230,,,
toc1_231,1,241,88,63,Onomastical Considerations,Verse,Onomastical Considerations,,,Some Onomastical Considerations [the Table whereof vide suprà post Indicem Universalem] occasioned by Our dearly Esteemed Name-Sake John Penn.,"The Autor whereof being a high German, the candid Readers will easily make allowance for some little trips in the man[n]er of expressions.",1 - 11,GENETHLIACUM or An hearty Congratulations,1,11,231,,,
toc1_232,1,242,,,Onomastical Considerations,,Onomastical Considerations,,,,,12 - 23,,12,23,232,,,
toc1_233,1,243,,,Onomastical Considerations,,Onomastical Considerations,,,,,23 (cont.) - 35,,23 (cont.),35,233,,,
toc1_234,1,244,,,Onomastical Considerations,,Onomastical Considerations,,,,,36 - 47,,36,47,234,,,
toc1_235,1,245,,,Onomastical Considerations,,Onomastical Considerations,,,,,47 (cont.) - 58,,47 (cont.),58,235,,,
toc1_236,1,246,,,Onomastical Considerations,,Onomastical Considerations,,,,,58 (cont.) - 70,,58 (cont.),70,236,,,
toc1_237,1,247,,,Onomastical Considerations,,Onomastical Considerations,,,,,70 (cont.) - 82,,70 (cont.),82,237,,,
toc1_238,1,248,,,Onomastical Considerations,,Onomastical Considerations,,,,,82 (cont.) - 92,,82 (cont.),92,238,,,90 through end of page canceled
toc1_239,1,249,,,Onomastical Considerations,,Onomastical Considerations,,,,,92 (cont.) - 101,,92 (cont.),101,239,,,
toc1_240,1,250,,,Onomastical Considerations,,Onomastical Considerations,,,,,102 - 111,,102,111,240,,,
toc1_241,1,251,,,Onomastical Considerations,,Onomastical Considerations,,,,,111 (cont.) - 121,,111 (cont.),121,241,,,
toc1_242,1,252,,,Onomastical Considerations,,Onomastical Considerations,,,,,121 (cont.) - 127,,121 (cont.),127,242,,,
toc1_243,1,253,,,Onomastical Considerations,,Onomastical Considerations,,,,,127 (cont.) - 134,,127 (cont.),134,243,,,
toc1_244,1,254,,,Onomastical Considerations,,Onomastical Considerations,,,,,135 - 141,,135,141,244,,,
toc1_245,1,255,,,Onomastical Considerations,,Onomastical Considerations,,,,,142 - 149,,142,149,245,,,
toc1_246,1,256,,,Onomastical Considerations,,Onomastical Considerations,,,,,150 - 157,,150,157,246,,,
toc1_247,1,257,,,Onomastical Considerations,,Onomastical Considerations,,,,,157 (cont.) - 166,,157 (cont.),166,247,,,
toc1_248,1,258,,,Onomastical Considerations,,Onomastical Considerations,,,,,167 - 175,,167,175,248,,,
toc1_249,1,259,,,Onomastical Considerations,,Onomastical Considerations,,,,,175 (cont.) - 179,,175 (cont.),179,249,,,
toc1_250,1,260,,,Onomastical Considerations,,Onomastical Considerations,,,,,179 (cont.) - 184,,179 (cont.),184,250,,,
toc1_251,1,261,,,Onomastical Considerations,,Onomastical Considerations,,,,,184 (cont.) - 192,,184 (cont.),192,251,,,
toc1_252,1,262,,,Onomastical Considerations,,Onomastical Considerations,,,,"This kind of Speculative Observations or Considerations about Names, being Increased and still Increasingly beyond (: yea even Against :) the Expectation & Intention of the Framer thereof, he that would peruse them to the end, Is hereby entreated to Look forward, to Page 111.",193 - 199,,193,199,252,,,
toc1_253,1,263,111,111,Onomastical Considerations,,Onomastical Considerations (Additions),,,Plus Ultra. Or Some further Onomastical Considerations,,200 - 207,,200,207,253,,,
toc1_254,1,264,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,208 - 213,,208,213,254,,,
toc1_255,1,265,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,214 - 221,,214,221,255,,,
toc1_256,1,266,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,222 - 224,,222,224,256,,,
toc1_257,1,267,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,225 - 231,,225,231,257,,,
toc1_258,1,268,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,232 - 242,,232,242,258,,,
toc1_259,1,269,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,242 (cont.) - 249,,242 (cont.),249,259,,,
toc1_260,1,270,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,249 (cont.) - 257,,249 (cont.),257,260,,,
toc1_261,1,271,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,258 - 262,,258,262,261,,,
toc1_262,1,272,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,263 - 270,,263,270,262,,,
toc1_263,1,273,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,271 - 278,,271,278,263,,,
toc1_264,1,274,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,279 - 282,,279,282,264,,,Part of 282 canceled
toc1_265,1,275,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,282 (cont.) - 287,,282 (cont.),287,265,,,
toc1_266,1,276,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,288 - 292,,288,292,266,,,
toc1_267,1,277,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,292 (cont.) - 295,,292 (cont.),295,267,,,
toc1_268,1,278,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,295 (cont.) - 299,,295 (cont.),299,268,,,
toc1_269,1,279,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,299 (cont.) - 301,,299 (cont.),301,269,,,
toc1_270,1,280,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,302 - 309,,302,309,270,,,
toc1_271,1,281,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,310 - 318,,310,318,271,,,
toc1_272,1,282,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,319 - 323,,319,323,272,,,
toc1_273,1,283,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,324 - 329,,324,329,273,,,
toc1_274,1,284,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,329 (cont.) - 337,,329 (cont.),337,274,,,
toc1_275,1,285,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,337 (cont.) - 343,,337 (cont.),343,275,,,
toc1_276,1,286,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,344 - 349,,344,349,276,,,
toc1_277,1,287,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,349 (cont.) - 354,,349 (cont.),354,277,,,
toc1_278,1,288,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,354 (cont.) - 356,,354 (cont.),356,278,,,
toc1_279,1,289,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,356 (cont.) - 358,,356 (cont.),358,279,,,
toc1_280,1,290,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,359 - 364,,359,364,280,,,
toc1_281,1,291,140,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,364 (cont.) - 372,,364 (cont.),372,281,,,
toc1_282,1,292,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,373 - 380,,373,380,282,,,
toc1_283,1,293,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,381 - 389,,381,389,283,,,
toc1_284,1,294,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,390 - 395,,390,395,284,,,
toc1_285,1,295,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,396 - 403,,396,403,285,,,
toc1_286,1,296,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,403 (cont.) - 408,,403 (cont.),408,286,,,
toc1_287,1,297,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,409 - 416,,409,416,287,,,
toc1_288,1,298,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,417 - 428,,417,428,288,,,
toc1_289,1,299,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,429 - 434,,429,434,289,,,
toc1_290,1,300,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,435 - 441,,435,441,290,,,
toc1_291,1,301,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,442 - 453,,442,453,291,,,
toc1_292,1,302,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,454 - 466,,454,466,292,,,
toc1_293,1,303,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,467 - 477,,467,477,293,,,
toc1_294,1,304,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,478 - 487,,478,487,294,,,
toc1_295,1,305,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,487 (cont.) - 500,,487 (cont.),500,295,,,
toc1_296,1,306,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,501 - 511,,501,511,296,,,
toc1_297,1,307,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,512 - 523,,512,523,297,,,
toc1_298,1,308,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,524 - 535,,524,535,298,,,
toc1_299,1,309,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,536 - 546,,536,546,299,,,
toc1_300,1,310,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,547 - 559,,547,559,300,,,
toc1_301,1,311,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,301,,,
toc1_302,1,312,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,302,,,
toc1_303,1,313,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,303,,,
toc1_304,1,314,,,Miscellania,,Miscellaneous Excerpts,The Tithe-Teacher Plaintiff & the Poor Man Defendant,,,,,,,,304,,,
toc1_305,1,315,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,560 - 569,,560,569,305,,,
toc1_306,1,316,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,569 (cont.) -575,,569 (cont.),575,306,,,
toc1_307,1,317,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,576 - 584,,576,584,307,,,
toc1_308,1,318,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,585 - 598,,585,598,308,,,
toc1_309,1,319,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,599 - 610,,599,610,309,,,
toc1_310,1,320,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,611 - 628,,611,628,310,,,
toc1_311,1,321,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,629 - 642,,629,642,311,,,
toc1_312,1,322,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,642 (cont.) - 655,,642 (cont.),655,312,,,
toc1_313,1,323,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,656 - 673,,656,673,313,,,
toc1_314,1,324,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,674 - 683,,674,683,314,,,
toc1_315,1,325,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,684 - 697,,684,697,315,,,
toc1_316,1,326,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,698 - 709,,698,709,316,,,
toc1_317,1,327,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,709 (cont.) - 719,,709 (cont.),719,317,,,
toc1_318,1,328,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,720 - 729,,720,729,318,,,
toc1_319,1,329,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,730 - 738,,730,738,319,,,
toc1_320,1,330,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,739 - 752,,739,752,320,,,
toc1_321,1,331,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,753 - 764,,753,764,321,,,
toc1_322,1,332,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,765 - 777,,765,777,322,,,
toc1_323,1,333,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,778 - 791,,778,791,323,,,
toc1_324,1,334,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,792 - 803,,792,803,324,,,
toc1_325,1,335,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,804 - 813,,804,813,325,,,
toc1_326,1,336,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,814 - 828,,814,828,326,,,
toc1_327,1,337,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,829 - 846,,829,846,327,,,
toc1_328,1,338,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,847 - 857,,847,857,328,,,
toc1_329,1,339,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,858 - 872,,858,872,329,,,
toc1_330,1,340,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,873 - 885,,873,885,330,,,
toc1_331,1,341,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,885 (cont.) - 895,,885 (cont.),895,331,,,
toc1_332,1,342,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,896 - 906,,896,906,332,,,
toc1_333,1,343,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,907 - 921,,907,921,333,,,
toc1_334,1,344,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,922 - 935,,922,935,334,,,
toc1_335,1,345,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,936 - 950,,936,950,335,,,
toc1_336,1,346,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,951 - 962,,951,962,336,,,
toc1_337,1,347,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,963 - 979,,963,979,337,,,
toc1_338,1,348,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,980 - 995,,980,995,338,,,
toc1_339,1,349,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,996 - 1014,,996,1014,339,,,
toc1_340,1,350,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1015 - 1025,,1015,1025,340,,,
toc1_341,1,351,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1026 - 1037,,1026,1037,341,,,
toc1_342,1,352,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1038 - 1050,,1038,1050,342,,,
toc1_343,1,353,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1051 - 1060,,1051,1060,343,,,
toc1_344,1,354,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1061 - 1075,,1061,1075,344,,,
toc1_345,1,355,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1076 - 1089,,1076,1089,345,,,
toc1_346,1,356,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1090 - 1101,,1090,1101,346,,,
toc1_347,1,357,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1101 (cont.) - 1119,,1101 (cont.),1119,347,,,
toc1_348,1,358,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1120 - 1137,,1120,1137,348,,,
toc1_349,1,359,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1138 - 1153,,1138,1153,349,,,
toc1_350,1,360,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1154 - 1168,,1154,1168,350,,,
toc1_351,1,361,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1169 - 1187,,1169,1187,351,,,
toc1_352,1,362,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1188 - 1203,,1188,1203,352,,,
toc1_353,1,363,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1204 - 1217,,1204,1217,353,,,
toc1_354,1,364,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1217 (cont.) - 1233,,1217 (cont.),1233,354,,,
toc1_355,1,365,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1234 - 1244,,1234,1244,355,,,
toc1_356,1,366,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1245 - 1260,,1245,1260,356,,,
toc1_357,1,367,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1261 - 1277,,1261,1277,357,,,
toc1_358,1,368,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1278 - 1292,,1278,1292,358,,,
toc1_359,1,369,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1293 - 1298,,1293,1298,359,,,
toc1_360,1,370,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1298 (cont.) - 1309,,1298 (cont.),1309,360,,,
toc1_361,1,371,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1310 - 1323,,1310,1323,361,,,
toc1_362,1,372,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1324 - 1338,,1324,1338,362,,,
toc1_363,1,373,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1338 (cont.) - 1353,,1338 (cont.),1353,363,,,
toc1_364,1,374,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1354 - 1366,,1354,1366,364,,,
toc1_365,1,375,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1367 - 1380,,1367,1380,365,,,
toc1_366,1,376,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1381 - 1391,,1381,1391,366,,,
toc1_367,1,377,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1392 - 1403,,1392,1403,367,,,
toc1_368,1,378,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1404 - 1423,,1404,1423,368,,,
toc1_369,1,379,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1424 - 1440,,1424,1440,369,,,
toc1_370,1,380,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1441 - 1458,,1441,1458,370,,,
toc1_371,1,381,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1459 - 1477,,1459,1477,371,,,
toc1_372,1,382,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1478 - 1498,,1478,1498,372,,,
toc1_373,1,383,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1499 - 1514,,1499,1514,373,,,
toc1_374,1,384,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1515 - 1527,,1515,1527,374,,,
toc1_375,1,385,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1527 (cont.) - 1539,,1527 (cont.),1539,375,,,
toc1_376,1,386,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1540 - 1554,,1540,1554,376,,,
toc1_377,1,387,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1555 - 1571,,1555,1571,377,,,
toc1_378,1,388,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1572 - 1585,,1572,1585,378,,,
toc1_379,1,389,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1586 - 1602,,1586,1602,379,,,
toc1_380,1,390,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1603 - 1617,,1603,1617,380,,,
toc1_381,1,391,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1618 - 1634,,1618,1634,381,,,
toc1_382,1,392,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1635 - 1649,,1635,1649,382,,,
toc1_383,1,393,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1650 - 1656,,1650,1656,383,,,
toc1_384,1,394,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1657 - 1674,,1657,1674,384,,,
toc1_385,1,395,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1675 - 1693,,1675,1693,385,,,
toc1_386,1,396,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1694 - 1715,,1694,1715,386,,,
toc1_387,1,397,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1716 - 1733,,1716,1733,387,,,
toc1_388,1,398,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1734 - 1748,,1734,1748,388,,,
toc1_389,1,399,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1749 - 1764,,1749,1764,389,,,
toc1_390,1,400,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1765 - 1786,,1765,1786,390,,,
toc1_391,1,401,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1787 - 1801,,1787,1801,391,,,
toc1_392,1,402,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1802 - 1819,,1802,1819,392,,,
toc1_393,1,403,,,Onomastical Considerations,,Onomastical Considerations (Additions),,,,,1820 - 1829,,1820,1829,393,,,1830 is numbered but entry is empty
toc1_394,1,404,,,Blank Page,,,,,,,Blank Page,,,,394,,,
