volume,image_number,head,entry,topic,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri
Volume 3,10,bowl,733 [PAGE_MISSING],,p.38 [Image 1.98],,,,,#item-359e46e97,,Head: bowl|Page: p.38 [Image 1.98]|Entry: 733 [PAGE_MISSING]|#item-359e46e97,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/1772,3180,519,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417124801
Volume 3,10,bowling greens,1828 [Bowling],,p.7 [Image 1.67],,,,,#item-340d56348,,Head: bowling greens|Page: p.7 [Image 1.67]|Entry: 1828 [Bowling]|#item-340d56348,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/1770,3315,753,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417209574
Volume 3,10,box,1631 [Box],,,,,,,#item-2ee7f7f47,,Head: box|Entry: 1631 [Box]|#item-2ee7f7f47,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/1779,3388,417,89/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417269739
Volume 3,10,boy,934 [a Boy],,,,,,,#item-a075cc3ee,,Head: boy|Entry: 934 [a Boy]|#item-a075cc3ee,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/1770,3452,305,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417339457
Volume 3,10,boy Swim[m]ing,,,p.30 [Image 1.90],,,,,#item-f5584dcea,,Head: boy Swim[m]ing|Page: p.30 [Image 1.90]|#item-f5584dcea,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/1769,3532,515,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417370174
Volume 3,10,brain,1993 [Brain],,,,,,,#item-6c7ff92ba,,Head: brain|Entry: 1993 [Brain]|#item-6c7ff92ba,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/1767,3612,370,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0953/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417430809
Volume 3,11,bran,797 [PAGE_MISSING],,,,,,,#item-53a594169,,Head: bran|Entry: 797 [PAGE_MISSING]|#item-53a594169,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/171,247,391,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417473968
Volume 3,11,branch,361 [Branches],,,,,,,#item-5a5dd9751,,Head: branch|Entry: 361 [Branches]|#item-5a5dd9751,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/160,364,438,130/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417532770
Volume 3,11,branded,707 [Branded],,,,,,,#item-38a49bfd6,,Head: branded|Entry: 707 [Branded]|#item-38a49bfd6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/163,489,450,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417585827
Volume 3,11,brass,1881 [PAGE_MISSING],,,,,,,#item-941c4417b,,Head: brass|Entry: 1881 [PAGE_MISSING]|#item-941c4417b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/179,705,331,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417740733
Volume 3,11,brave,,,,,,excellent|well,,#item-947f4a65c,,Head: brave|See: excellent|See: well|#item-947f4a65c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/167,755,729,161/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417813872
Volume 3,11,bread,a|2115 [Bread],,,,,,,#item-150ec3507,,Head: bread|Entry: a|Entry: 2115 [Bread]|#item-150ec3507,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/165,903,469,130/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417918161
Volume 3,11,breadth,827 [PAGE_MISSING],,,,,,,#item-341933dca,,Head: breadth|Entry: 827 [PAGE_MISSING]|#item-341933dca,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/159,1028,461,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531417943017
Volume 3,11,to break,709 [To break],,,,,,,#item-fc2ae4261,,Head: to break|Entry: 709 [To break]|#item-fc2ae4261,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/158,1153,439,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418016212
Volume 3,11,to break through,674 [To break through],,,,,,,#item-da008cc0a,,Head: to break through|Entry: 674 [To break through]|#item-da008cc0a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/156,1240,503,85/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418073238
Volume 3,11,breakfast,1218 [Break-fast],,,,,,,#item-0c79b54fb,,Head: breakfast|Entry: 1218 [Break-fast]|#item-0c79b54fb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/167,1292,519,139/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418149449
Volume 3,11,breast,a,,,,,,,#item-5e73fd702,,Head: breast|Entry: a|#item-5e73fd702,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/162,1409,364,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418164981
Volume 3,11,breeches,4457 [Breeches],,,,,,,#item-a431389f4,,Head: breeches|Entry: 4457 [Breeches]|#item-a431389f4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/185,1487,502,97/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418241471
Volume 3,11,breed,1994 [good Breed],,,,,,,#item-c86a82836,,Head: breed|Entry: 1994 [good Breed]|#item-c86a82836,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/158,1631,387,92/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418485037
Volume 3,11,brevity,a|374 [Brevity]|932 [Brevity]|1335 [Brevity]|2031 [Brevity],,,,,,,#item-eff3f88e4,,Head: brevity|Entry: a|Entry: 374 [Brevity]|Entry: 932 [Brevity]|Entry: 1335 [Brevity]|Entry: 2031 [Brevity]|#item-eff3f88e4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/145,1693,753,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418662125
Volume 3,11,bribe,a|587 [Corrupted]|588 [Bribe],,,,,,,#item-4d9d5969c,,Head: bribe|Entry: a|Entry: 587 [Corrupted]|Entry: 588 [Bribe]|#item-4d9d5969c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/157,1826,558,131/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531418788339
Volume 3,11,bridge,a,,p.9 [Image 1.69],,,,,#item-502546850,,Head: bridge|Page: p.9 [Image 1.69]|Entry: a|#item-502546850,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/162,2133,467,173/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419231617
Volume 3,11,bridle,846 [PAGE_MISSING],,p.38 [Image 1.98],,,,,#item-66ca139b6,,Head: bridle|Page: p.38 [Image 1.98]|Entry: 846 [PAGE_MISSING]|#item-66ca139b6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/171,2292,537,164/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419297798
Volume 3,11,bridewell,1279 [Bridewell],,p.5 [Image 1.65],,,,,#item-e4de476fb,,Head: bridewell|Page: p.5 [Image 1.65]|Entry: 1279 [Bridewell]|#item-e4de476fb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/172,2437,561,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419457517
Volume 3,11,briefly,932 [Brevity]|2193 [Briefly],,,,,,,#item-a774256b8,,Head: briefly|Entry: 932 [Brevity]|Entry: 2193 [Briefly]|#item-a774256b8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/175,2530,581,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419563657
Volume 3,11,bright,427 [Bright],,,,,,,#item-8cd30dfed,,Head: bright|Entry: 427 [Bright]|#item-8cd30dfed,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/174,2588,387,108/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419650947
Volume 3,11,brier,615 [Thorns],,,,,,,#item-7611ec3cc,,Head: brier|Entry: 615 [Thorns]|#item-7611ec3cc,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/182,2664,348,87/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419705458
Volume 3,11,brimstone,911 [Brimstone],,,,,,,#item-e1a6ba41e,,Head: brimstone|Entry: 911 [Brimstone]|#item-e1a6ba41e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/170,2723,449,151/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419774010
Volume 3,11,to bring,a,,,,,,,#item-df0e49ce5,,Head: to bring|Entry: a|#item-df0e49ce5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/159,2880,395,119/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419798694
Volume 3,11,to bring in,1666 [To bring in],,,,,,,#item-8d28bbe14,,Head: to bring in|Entry: 1666 [To bring in]|#item-8d28bbe14,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/157,2946,570,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419873834
Volume 3,11,brisk,882 [Fresh],,,,,,,#item-f7e911484,,Head: brisk|Entry: 882 [Fresh]|#item-f7e911484,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/165,3101,397,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419900239
Volume 3,11,brokers,,,,,,pawn,,#item-458cc1dbf,,Head: brokers|See: pawn|#item-458cc1dbf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/164,3196,523,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419921173
Volume 3,11,broom,842 [PAGE_MISSING],,,,,,,#item-d55e3f41e,,Head: broom|Entry: 842 [PAGE_MISSING]|#item-d55e3f41e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/172,3257,397,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531419951730
Volume 3,11,broth,540 [Pottages],,,,,,,#item-0a8b86851,,Head: broth|Entry: 540 [Pottages]|#item-0a8b86851,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/180,3352,344,90/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420020523
Volume 3,11,brother,a,,,,,Love,,#item-70e28330f,,Head: brother|Entry: a|See: Love|#item-70e28330f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/149,3398,419,192/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420044011
Volume 3,11,brown,4531 [PAGE_MISSING],,,,,,,#item-5fb0081c3,,Head: brown|EntrY: 4531 [PAGE_MISSING]|#item-5fb0081c3,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/184,3577,508,97/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420066327
Volume 3,11,brownists,223 [Brownists],,,,,,,#item-60b646da8,,Head: brownists|Entry: 223 [Brownists]|#item-60b646da8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/889,215,521,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420135996
Volume 3,11,to bruise,718 [Piece],,,,,,,#item-eae0eba53,,Head: to bruise|Entry: 718 [Piece]|#item-eae0eba53,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/885,373,467,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420210131
Volume 3,11,brush,842 [PAGE_MISSING],,,,,,,#item-55976294d,,Head: brush|Entry: 842 [PAGE_MISSING]|#item-55976294d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/899,448,381,70/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420230179
Volume 3,11,buffoonry,a,,,,,,,#item-e64402e2d,,Head: buffoonry|Entry: a|#item-e64402e2d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/885,497,400,110/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420260167
Volume 3,11,bugs,a,,,,,,,#item-8dd030ce2,,Head: bugs|Entry: a|#item-8dd030ce2,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/889,661,263,131/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420415270
Volume 3,11,building,a|1662 [Architecture],,,,,,,#item-a0a537fd6,,Head: building|Entry: a|Entry: 1662 [Architecture]|#item-a0a537fd6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/885,751,540,147/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420488933
Volume 3,11,bunch,717 [Bossed],,,,,,,#item-aad42078f,,Head: bunch|Entry: 717 [Bossed]|#item-aad42078f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/887,869,357,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420602948
Volume 3,11,bung,585 [Bung],,,,,,,#item-00701e9dd,,Head: bung|Entry: 585 [Bung]|#item-00701e9dd,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/883,986,343,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420658338
Volume 3,11,bungler,855 [PAGE_MISSING],,,,,,,#item-ee375fa42,,Head: bungler|Entry: 855 [PAGE_MISSING]|#item-ee375fa42,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/887,1072,420,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420684732
Volume 3,11,burden,725 [Burden],,,,,,,#item-669e606b7,,Head: burden|Entry: 725 [Burden]|#item-669e606b7,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/887,1198,437,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420824440
Volume 3,11,burdock,674 [Bur-dock],,,,,,,#item-71e5acb51,,Head: burdock|Entry: 674 [Bur-dock]|#item-71e5acb51,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/885,1294,435,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531420921449
Volume 3,11,burial,a|894 [Burial]|1440 [Burial],,,,,,,#item-ddcb5cd1d,,Head: burial|Entry: a|Entry: 894 [Burial]|Entry: 1440 [Burial]|#item-ddcb5cd1d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/876,1410,664,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421039577
Volume 3,11,to burn,672 [To Burn]|2021 [To burn],,,,,,,#item-35a5e7fb8,,Head: to burn|Entry: 672 [To Burn]|Entry: 2021 [To burn]|#item-35a5e7fb8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/885,1512,639,110/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421137593
Volume 3,11,burned Child,,,p.30 [Image 1.90],,,,,#item-35dc5fa0c,,Head: burned Child|Page: p.30 [Image 1.90]|#item-35dc5fa0c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/895,1588,517,89/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421172722
Volume 3,11,burnt offering,1920 [Burnt offering],,,,,,,#item-22dbb397f,,Head: burnt offering|Entry: 1920 [Burnt offering]|#item-22dbb397f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/889,1723,540,91/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421383420
Volume 3,11,Dr Burnet,4800 [Dr Burnet],,,,,,,#item-680e86aaa,,Head: Dr Burnet|Entry: 4800 [Dr Burnet]|#item-680e86aaa,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/854,1781,549,73/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421458501
Volume 3,11,burses,,,p.6 [Image 1.66],,,,,#item-787b63651,,Head: burses|Page: p.6 [Image 1.66]|#item-787b63651,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/880,1807,350,112/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421539162
Volume 3,11,busie,18 [Busie]|1179 [Business],,,,,,,#item-143f50779,,Head: busie|Entry: 18 [Busie]|Entry: 1179 [Business]|#item-143f50779,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/884,1920,444,128/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421703378
Volume 3,11,busie body,,,,,,strange bus,,#item-4b30ba236,,Head: busie body|See: strange bus|#item-4b30ba236,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/896,1986,661,147/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421745116
Volume 3,11,business,a|1179 [Business],,,,,,,#item-7729bdf1d,,Head: business|Entry: a|Entry: 1179 [Business]|#item-7729bdf1d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/894,2156,508,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421770470
Volume 3,11,but,584 [But],,,,,,,#item-c183e49e6,,Head: but|Entry: 584 [But]|#item-c183e49e6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/870,2302,332,113/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421829266
Volume 3,11,butchering,350 [Butchering],,,,,,,#item-690a6003d,,Head: butchering|Entry: 350 [Butchering]|#item-690a6003d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/885,2419,573,146/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421887785
Volume 3,11,butts,4577 [PAGE_MISSING],,,,,,,#item-41e9c063f,,Head: butts|Entry: 4577 [PAGE_MISSING]|#item-41e9c063f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/886,2504,378,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421921068
Volume 3,11,butter,a|1895 [Butter],,,,,,,#item-dc0d3f6ff,,Head: butter|Entry: a|Entry: 1895 [Butter]|#item-dc0d3f6ff,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/878,2573,522,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531421994690
Volume 3,11,button,4718 [PAGE_MISSING],,,,,,,#item-7fb1ef6e9,,Head: button|Entry: 4718 [PAGE_MISSING]|#item-7fb1ef6e9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/879,2643,461,95/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531422027714
Volume 3,11,to buy,a|1632 [Buy],,,,,,,#item-2cbedc8ee,,Head: to buy|Entry: a|Entry: 1632 [Buy]|#item-2cbedc8ee,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/877,2703,491,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531422082918
Volume 3,11,by & by,,,,,,presently,,#item-0ecbd3258,,Head: by & by|See: presently|#item-0ecbd3258,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/866,2827,710,174/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493489163
Volume 3,11,by the by,347 [Digression],,,,,,,#item-63090b40f,,Head: by the by|Entry: 347 [Digression]|#item-63090b40f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/874,2915,490,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493558979
Volume 3,11,by Course,,,,,,mutual,,#item-99914f899,,Head: by Course|See: mutual|#item-99914f899,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/858,2999,744,164/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493587928
Volume 3,11,by little,,,,,,Increase,,#item-da10710b7,,Head: by little|See: Increase|#item-da10710b7,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/867,3156,759,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493620384
Volume 3,11,by reason of,1825 [Sake],,,,,,,#item-ba0c45f6e,,Head: by reason of|Entry: 1825 [Sake]|#item-ba0c45f6e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/862,3275,509,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493746189
Volume 3,11,Cabal,a,,,,,,,#item-920c096a6,,Head: Cabal|Entry: a|#item-920c096a6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/864,3351,409,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493761685
Volume 3,11,cabbages,675 [Cabbages],,,,,,,#item-a3a7966b0,,Head: cabbages|Entry: 675 [Cabbages]|#item-a3a7966b0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/881,3466,507,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493829941
Volume 3,11,caduceus,2153 [Mercurius],,,,,,,#item-0013a4096,,Head: caduceus|Entry: 2153 [Mercurius]|#item-0013a4096,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/873,3590,562,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531493973521
Volume 3,11,cacao,1530 [Cacao],,,,,,,#item-bf4a0a009,,Head: cacao|Entry: 1530 [Cacao]|#item-bf4a0a009,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/1565,262,414,89/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0954/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531494044908
