pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,insertion,thumbnail,label,location,issue,also_in_entry
num_1135,Volume 2,174,,885,The dutiful Childs Promises,876-900,,,,,[NOT_IN_INDEX],#item-824adb278,,Entry: 885|Topic: The dutiful Childs Promises|Index: [NOT_IN_INDEX]|#item-824adb278,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0641/908,4472,2747,251/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0641/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582149591711,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0641/908,4472,600,180/250,/0/default.jpg",885. The dutiful Childs Promises,<a href='/digital-beehive/toc/toc2_164/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1134/'>Family Duties</a>
num_1136,Volume 2,175,,886,Haste,876-900,,,,,<a href='/digital-beehive/index2/index_1776/'>haste</a>,#item-674f454bb,,Entry: 886|Topic: Haste|Index: haste|#item-674f454bb,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/394,216,2875,632/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582149798232,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/394,216,600,180/250,/0/default.jpg",886. Haste,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1137/'>Retaliation</a>
num_1137,Volume 2,175,,886,Retaliation,876-900,,,1849 [PAGE_MISSING],,<a href='/digital-beehive/index4/index_3373/'>retaliation</a>,#item-21cfffe7d,,Entry: 886|Topic: Retaliation|Xref: 1849 [PAGE_MISSING]|Index: retaliation|#item-21cfffe7d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/395,804,2862,498/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582149867516,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/395,804,600,180/250,/0/default.jpg",886. Retaliation,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1136/'>Haste</a>
num_1138,Volume 2,175,,887,Silver,876-900,,,,,<a href='/digital-beehive/index4/index_3742/'>silver</a>,#item-1f84eb8a8,,Entry: 887|Topic: Silver|Index: silver|#item-1f84eb8a8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/414,1243,2850,308/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582149920347,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/414,1243,600,180/250,/0/default.jpg",887. Silver,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1139/'>To Stay away</a>|<a href='/digital-beehive/num4/num_1140/'>Successively</a>|<a href='/digital-beehive/num4/num_1141/'>Mary</a>
num_1139,Volume 2,175,,887,To Stay away,876-900,,,,,<a href='/digital-beehive/index4/index_3909/'>stay away</a>,#item-bcf4664b1,,Entry: 887|Topic: To Stay away|Index: stay away|#item-bcf4664b1,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/438,1489,1679,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582149964968,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/438,1489,600,180/250,/0/default.jpg",887. To Stay away,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1138/'>Silver</a>|<a href='/digital-beehive/num4/num_1140/'>Successively</a>|<a href='/digital-beehive/num4/num_1141/'>Mary</a>
num_1140,Volume 2,175,,887,Successively,876-900,,,,,<a href='/digital-beehive/index2/index_1656/'>gradually</a>|<a href='/digital-beehive/index4/index_2799/'>orderly</a>|<a href='/digital-beehive/index4/index_3944/'>Successively</a>,#item-4bd7ee437,,Entry: 887|Topic: Successively|Index: gradually|Index: orderly|Index: Successively|#item-4bd7ee437,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/422,1671,2812,312/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150030176,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/422,1671,600,180/250,/0/default.jpg",887. Successively,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1138/'>Silver</a>|<a href='/digital-beehive/num4/num_1139/'>To Stay away</a>|<a href='/digital-beehive/num4/num_1141/'>Mary</a>
num_1141,Volume 2,175,,887,Mary,876-900,,,<a href='/digital-beehive/toc/toc2_421/'>2437 [Mary]</a>,,<a href='/digital-beehive/index3/index_2431/'>Mary</a>,#item-c9260a959,,Entry: 887|Topic: Mary|Xref: 2437 [Mary]|Index: Mary|#item-c9260a959,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/404,1886,2875,507/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150097902,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/404,1886,600,180/250,/0/default.jpg",887. Mary,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1138/'>Silver</a>|<a href='/digital-beehive/num4/num_1139/'>To Stay away</a>|<a href='/digital-beehive/num4/num_1140/'>Successively</a>
num_1142,Volume 2,175,,888,Bell,876-900,,,<a href='/digital-beehive/toc/toc2_332/'>1688 [Bells]</a>,,<a href='/digital-beehive/index1/index_0386/'>bells</a>,#item-49872d5b9,,Entry: 888|Topic: Bell|Xref: 1688 [Bells]|Index: bells|#item-49872d5b9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/409,2295,2869,820/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150225219,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/409,2295,600,180/250,/0/default.jpg",888. Bell,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1143/'>Peace-making</a>
num_1143,Volume 2,175,,888,Peace-making,876-900,,,<a href='/digital-beehive/alpha4/alpha_0784/'>Reconcil</a>|<a href='/digital-beehive/toc/toc2_223/'>1146 [Peacemak]</a>,,[NOT_IN_INDEX],#item-f56eb6a12,,Entry: 888|Topic: Peace-making|Xref: Reconcil|Xref: 1146 [Peacemak]|Index: [NOT_IN_INDEX]|#item-f56eb6a12,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/427,3012,2855,506/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150544254,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/427,3012,600,180/250,/0/default.jpg",888. Peace-making,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1142/'>Bell</a>
num_1144,Volume 2,175,,889,Agreable,876-900,,,<a href='/digital-beehive/toc/toc2_275/'>1408 [Acceptable]</a>,,<a href='/digital-beehive/index1/index_0072/'>acceptable</a>|<a href='/digital-beehive/index1/index_0114/'>agreable</a>,#item-a4bf276e6,,Entry: 889|Topic: Agreable|Xref: 1408 [Acceptable]|Index: acceptable|Index: agreable|#item-a4bf276e6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/456,3429,2796,368/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150644649,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/456,3429,600,180/250,/0/default.jpg",889. Agreable,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1145/'>to Throw or Turn</a>|<a href='/digital-beehive/num4/num_1146/'>To Turn</a>|<a href='/digital-beehive/num4/num_1147/'>Kitchin work</a>
num_1145,Volume 2,175,,889,to Throw or Turn,876-900,,,,,[NOT_IN_INDEX],#item-787d95233,,Entry: 889|Topic: to Throw or Turn|Index: [NOT_IN_INDEX]|#item-787d95233,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/456,3713,1317,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150688866,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/456,3713,600,180/250,/0/default.jpg",889. to Throw or Turn,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1144/'>Agreable</a>|<a href='/digital-beehive/num4/num_1146/'>To Turn</a>|<a href='/digital-beehive/num4/num_1147/'>Kitchin work</a>
num_1146,Volume 2,175,,889,To Turn,876-900,,,<a href='/digital-beehive/alpha1/alpha_0138/'>Change</a>,,<a href='/digital-beehive/index5/index_4296/'>to turn</a>,#item-127eb300e,,Entry: 889|Topic: To Turn|Xref: Change|Index: to turn|#item-127eb300e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/461,3853,2820,249/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150729971,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/461,3853,600,180/250,/0/default.jpg",889. To Turn,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1144/'>Agreable</a>|<a href='/digital-beehive/num4/num_1145/'>to Throw or Turn</a>|<a href='/digital-beehive/num4/num_1147/'>Kitchin work</a>
num_1147,Volume 2,175,,889,Kitchin work,876-900,,,<a href='/digital-beehive/alpha1/alpha_0181/'>Cookery</a>|<a href='/digital-beehive/toc/toc2_287/'>1469 [To a kitchin belongs]</a>,,<a href='/digital-beehive/index3/index_2160/'>kitchin</a>,#item-d20578091,,Entry: 889|Topic: Kitchin work|Xref: Cookery|Xref: 1469 [To a kitchin belongs]|Index: kitchin|#item-d20578091,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/431,4045,2829,255/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150866856,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/431,4045,600,180/250,/0/default.jpg",889. Kitchin work,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1144/'>Agreable</a>|<a href='/digital-beehive/num4/num_1145/'>to Throw or Turn</a>|<a href='/digital-beehive/num4/num_1146/'>To Turn</a>
num_1148,Volume 2,175,,890,Railing,876-900,,,,,<a href='/digital-beehive/index4/index_3313/'>railing</a>,#item-ab7e2f8c4,,Entry: 890|Topic: Railing|Index: railing|#item-ab7e2f8c4,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/437,4213,2856,649/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582150928450,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0642/437,4213,600,180/250,/0/default.jpg",890. Railing,<a href='/digital-beehive/toc/toc2_165/'>Full Page</a>,,
num_1149,Volume 2,176,,891,Jonas,876-900,,,,,<a href='/digital-beehive/index3/index_2024/'>Jonas</a>,#item-902e839a1,,Entry: 891|Topic: Jonas|Index: Jonas|#item-902e839a1,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/917,229,2856,315/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582648952210,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/917,229,600,180/250,/0/default.jpg",891. Jonas,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1150/'>Corner</a>|<a href='/digital-beehive/num4/num_1151/'>State</a>|<a href='/digital-beehive/num4/num_1152/'>Pentecost</a>
num_1150,Volume 2,176,,891,Corner,876-900,,,,,<a href='/digital-beehive/index1/index_0761/'>corner</a>,#item-0097dee5a,,Entry: 891|Topic: Corner|Index: corner|#item-0097dee5a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/938,433,2320,241/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582648991910,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/938,433,600,180/250,/0/default.jpg",891. Corner,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1149/'>Jonas</a>|<a href='/digital-beehive/num4/num_1151/'>State</a>|<a href='/digital-beehive/num4/num_1152/'>Pentecost</a>
num_1151,Volume 2,176,,891,State,876-900,,,,,<a href='/digital-beehive/index4/index_3883/'>state</a>,#item-16e4fd28d,,Entry: 891|Topic: State|Index: state|#item-16e4fd28d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/938,647,2825,259/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582649025174,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/938,647,600,180/250,/0/default.jpg",891. State,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1149/'>Jonas</a>|<a href='/digital-beehive/num4/num_1150/'>Corner</a>|<a href='/digital-beehive/num4/num_1152/'>Pentecost</a>
num_1152,Volume 2,176,,891,Pentecost,876-900,,,,,<a href='/digital-beehive/index4/index_2986/'>pentecost</a>,#item-0792408f2,,Entry: 891|Topic: Pentecost|Index: pentecost|#item-0792408f2,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/944,859,2800,316/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582649068279,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/944,859,600,180/250,/0/default.jpg",891. Pentecost,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1149/'>Jonas</a>|<a href='/digital-beehive/num4/num_1150/'>Corner</a>|<a href='/digital-beehive/num4/num_1151/'>State</a>
num_1153,Volume 2,176,,892,Horse,876-900,,,,,<a href='/digital-beehive/index1/index_1137/'>dromedary</a>|<a href='/digital-beehive/index2/index_1898/'>horse</a>,#item-ff165367c,,Entry: 892|Topic: Horse|Index: dromedary|Index: horse|#item-ff165367c,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/941,1190,2854,619/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582649226298,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/941,1190,600,180/250,/0/default.jpg",892. Horse,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1154/'>Mark</a>
num_1154,Volume 2,176,,892,Mark,876-900,,,807 [Line]|<a href='/digital-beehive/num1/num_0165/'>158 [Sign]</a>|<a href='/digital-beehive/toc/toc2_201/'>1040 [Signs]</a>,,<a href='/digital-beehive/index3/index_2444/'>mark</a>|<a href='/digital-beehive/index3/index_2717/'>to note</a>|<a href='/digital-beehive/index4/index_3717/'>sign</a>|<a href='/digital-beehive/index4/index_3719/'>sign posts</a>,#item-1858e0ada,,Entry: 892|Topic: Mark|Xref: 807 [Line]|Xref: 158 [Sign]|Xref: 1040 [Signs]|Index: mark|Index: to note|Index: sign|Index: sign posts|#item-1858e0ada,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/916,1772,2878,615/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582649432537,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/916,1772,600,180/250,/0/default.jpg",892. Mark,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,"The point of reference for ""Line"" is unclear.",<a href='/digital-beehive/num4/num_1153/'>Horse</a>
num_1155,Volume 2,176,,893,Extraordinary,876-900,,,,,<a href='/digital-beehive/index2/index_1354/'>extraordinary</a>|<a href='/digital-beehive/index4/index_3820/'>special</a>,#item-87fb8a4e8,,Entry: 893|Topic: Extraordinary|Index: extraordinary|Index: special|#item-87fb8a4e8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/976,2248,2773,345/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582649605149,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/976,2248,600,180/250,/0/default.jpg",893. Extraordinary,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1156/'>Directly</a>|<a href='/digital-beehive/num4/num_1157/'>Again</a>|<a href='/digital-beehive/num4/num_1158/'>Inspiration</a>
num_1156,Volume 2,176,,893,Directly,876-900,,,857 [PAGE_MISSING],,<a href='/digital-beehive/index1/index_1037/'>directly</a>,#item-cfa08d7f7,,Entry: 893|Topic: Directly|Xref: 857 [PAGE_MISSING]|Index: directly|#item-cfa08d7f7,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/963,2505,2756,366/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582650294249,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/963,2505,600,180/250,/0/default.jpg",893. Directly,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1155/'>Extraordinary</a>|<a href='/digital-beehive/num4/num_1157/'>Again</a>|<a href='/digital-beehive/num4/num_1158/'>Inspiration</a>
num_1157,Volume 2,176,,893,Again,876-900,,,,,<a href='/digital-beehive/index1/index_0090/'>again</a>,#item-e711844ca,,Entry: 893|Topic: Again|Index: again|#item-e711844ca,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/953,2776,2882,340/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582650348263,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/953,2776,600,180/250,/0/default.jpg",893. Again,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1155/'>Extraordinary</a>|<a href='/digital-beehive/num4/num_1156/'>Directly</a>|<a href='/digital-beehive/num4/num_1158/'>Inspiration</a>
num_1158,Volume 2,176,,893,Inspiration,876-900,,,<a href='/digital-beehive/num1/num_0035/'>35 [Enthusiasm]</a>|<a href='/digital-beehive/toc/toc2_241/'>1236 [Inspiration]</a>,,<a href='/digital-beehive/index3/index_2069/'>inspiration</a>,#item-f173aee17,,Entry: 893|Topic: Inspiration|Xref: 35 [Enthusiasm]|Xref: 1236 [Inspiration]|Index: inspiration|#item-f173aee17,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/934,3016,2790,520/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582650591188,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/934,3016,600,180/250,/0/default.jpg",893. Inspiration,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1155/'>Extraordinary</a>|<a href='/digital-beehive/num4/num_1156/'>Directly</a>|<a href='/digital-beehive/num4/num_1157/'>Again</a>
num_1159,Volume 2,176,,894,Burial,876-900,,,<a href='/digital-beehive/toc/toc2_281/'>1440 [Burial]</a>,,<a href='/digital-beehive/index1/index_0473/'>burial</a>,#item-5970b3396,,Entry: 894|Topic: Burial|Xref: 1440 [Burial]|Index: burial|#item-5970b3396,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/960,3447,2776,852/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582651553035,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/960,3447,600,180/250,/0/default.jpg",894. Burial,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,
num_1160,Volume 2,176,,895,Consecration,876-900,,,,,<a href='/digital-beehive/index1/index_0796/'>consecration</a>,#item-cb0d9460f,,Entry: 895|Topic: Consecration|Index: consecration|#item-cb0d9460f,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/960,4201,2821,460/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582651600126,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0643/960,4201,600,180/250,/0/default.jpg",895. Consecration,<a href='/digital-beehive/toc/toc2_166/'>Full Page</a>,,
num_1161,Volume 2,177,,896,Persecution,876-900,,,<a href='/digital-beehive/toc/toc2_212/'>1092 [Persecution]</a>,,[NOT_IN_INDEX],#item-763a8563e,,Entry: 896|Topic: Persecution|Xref: 1092 [Persecution]|Index: [NOT_IN_INDEX]|#item-763a8563e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/349,248,2925,1076/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582651966405,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/349,248,600,180/250,/0/default.jpg",896. Persecution,<a href='/digital-beehive/toc/toc2_167/'>Full Page</a>,,
num_1162,Volume 2,177,,897,Pottersshop,876-900,,,,,<a href='/digital-beehive/index4/index_3111/'>potter</a>,#item-d488884b8,,Entry: 897|Topic: Pottersshop|Index: potter|#item-d488884b8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/373,1252,2887,255/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582652618209,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/373,1252,600,180/250,/0/default.jpg",897. Pottersshop,<a href='/digital-beehive/toc/toc2_167/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1163/'>To cast down</a>|<a href='/digital-beehive/num4/num_1164/'>Now</a>|<a href='/digital-beehive/num4/num_1165/'>Excom[m]unication</a>
num_1163,Volume 2,177,,897,To cast down,876-900,,,,,<a href='/digital-beehive/index1/index_0593/'>to cast down</a>|<a href='/digital-beehive/index5/index_4076/'>to throw</a>,#item-cb8cfe4b4,,Entry: 897|Topic: To cast down|Index: to cast down|Index: to throw|#item-cb8cfe4b4,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/416,1492,2821,280/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582653106498,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/416,1492,600,180/250,/0/default.jpg",897. To cast down,<a href='/digital-beehive/toc/toc2_167/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1162/'>Pottersshop</a>|<a href='/digital-beehive/num4/num_1164/'>Now</a>|<a href='/digital-beehive/num4/num_1165/'>Excom[m]unication</a>
num_1164,Volume 2,177,,897,Now,876-900,,,,,<a href='/digital-beehive/index3/index_2746/'>now</a>,#item-6f084f855,,Entry: 897|Topic: Now|Index: now|#item-6f084f855,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/396,1737,2864,308/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582653246847,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/396,1737,600,180/250,/0/default.jpg",897. Now,<a href='/digital-beehive/toc/toc2_167/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1162/'>Pottersshop</a>|<a href='/digital-beehive/num4/num_1163/'>To cast down</a>|<a href='/digital-beehive/num4/num_1165/'>Excom[m]unication</a>
num_1165,Volume 2,177,,897,Excom[m]unication,876-900,,,<a href='/digital-beehive/num4/num_1269/'>951 [Excom[m]unication]</a>,,<a href='/digital-beehive/index2/index_1364/'>excom[m]unication</a>,#item-f08e65ff0,,Entry: 897|Topic: Excom[m]unication|Xref: 951 [Excom[m]unication]|Index: excom[m]unication|#item-f08e65ff0,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/409,1957,2841,481/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582653419008,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/409,1957,600,180/250,/0/default.jpg",897. Excom[m]unication,<a href='/digital-beehive/toc/toc2_167/'>Full Page</a>,,<a href='/digital-beehive/num4/num_1162/'>Pottersshop</a>|<a href='/digital-beehive/num4/num_1163/'>To cast down</a>|<a href='/digital-beehive/num4/num_1164/'>Now</a>
num_1166,Volume 2,177,,898,Pope,876-900,,,<a href='/digital-beehive/toc/toc2_287/'>1467 [Pope]</a>,,<a href='/digital-beehive/index4/index_3048/'>pope</a>,#item-bfb90fa4f,,Entry: 898|Topic: Pope|Xref: 1467 [Pope]|Index: pope|#item-bfb90fa4f,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/369,2321,2935,1273/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1582653549472,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0644/369,2321,600,180/250,/0/default.jpg",898. Pope,<a href='/digital-beehive/toc/toc2_167/'>Full Page</a>,,
