pid,volume,image_number,head,entry,topic,first_letter,xref,see,page,add,type,index,item,unparsed,line,selection,full_image,annotation_uri,order,thumbnail,full,label
alpha_0960,Volume 2,59,,Toothach,Toothach,T,,,p.377 [Image 2.199],,,<a href='/New_Beehive/index5/index_4191/'>toothach</a>,#item-e7678121e,,Entry: Toothach|Topic: Toothach|Page: p.377 [Image 2.199]|Index: toothach|#item-e7678121e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/371,4516,2924,347/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565114616162,960,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/371,4516,2924,347/full/0/default.jpg",Toothach
alpha_0961,Volume 2,59,,Tortoise,Tortoise,T,<a href='/New_Beehive/alpha4/alpha_0859/'>Shells of snails</a>|4704 [PAGE_MISSING],,,,,<a href='/New_Beehive/index5/index_4198/'>tortoise</a>,#item-860d7e081,,Entry: Tortoise|Topic: Tortoise|Xref: Shells of snails|Xref: 4704 [PAGE_MISSING]|Index: tortoise|#item-860d7e081,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/369,4788,2900,300/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529523074434,961,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/369,4788,2900,300/full/0/default.jpg",Tortoise
alpha_0962,Volume 2,60,,Trade,Trade,T,Livelyhood|Shopkeeper|Butcher|<a href='/New_Beehive/toc_vol2/toc2_143/'>634 [Trade]</a>,,,,,<a href='/New_Beehive/index5/index_4209/'>trade</a>,#item-dbf3ca43c,,Entry: Trade|Topic: Trade|Xref: Livelyhood|Xref: Shopkeeper|Xref: Butcher|Xref: 634 [Trade]|Index: trade|#item-dbf3ca43c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/802,213,2965,490/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565114816366,962,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/802,213,2965,490/full/0/default.jpg",Trade
alpha_0963,Volume 2,60,,Tradition,Tradition,T,<a href='/New_Beehive/alpha2/alpha_0362/'>Gloss</a>|hearsay|<a href='/New_Beehive/toc_vol2/toc2_118/'>484 [Tradition]</a>,,,,,<a href='/New_Beehive/index5/index_4210/'>tradition</a>,#item-606ddb1f8,,Entry: Tradition|Topic: Tradition|Xref: Gloss|Xref: hearsay|Xref: 484 [Tradition]|Index: tradition|#item-606ddb1f8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/789,552,3000,488/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565114889479,963,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/789,552,3000,488/full/0/default.jpg",Tradition
alpha_0964,Volume 2,60,,Trance,Trance,T,<a href='/New_Beehive/toc_vol2/toc2_251/'>1286 [Extasies]</a>|Enthusiasm,,,,,<a href='/New_Beehive/index5/index_4213/'>trance</a>,#item-abf4403a2,,Entry: Trance|Topic: Trance|Xref: 1286 [Extasies]|Xref: Enthusiasm|Index: trance |#item-abf4403a2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/812,917,3003,456/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529602277688,964,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/812,917,3003,456/full/0/default.jpg",Trance
alpha_0965,Volume 2,60,,Transitory,Transitory,T,<a href='/New_Beehive/alpha5/alpha_0977/'>Vanity</a>|<a href='/New_Beehive/toc_vol2/toc2_172/'>922 [Transitory]</a>,,,,,<a href='/New_Beehive/index5/index_4217/'>transitory</a>,#item-925341921,,Entry: Transitory|Topic: Transitory|Xref: Vanity|Xref: 922 [Transitory]|Index: transitory|#item-925341921,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/792,1250,2977,528/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565115032900,965,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/792,1250,2977,528/full/0/default.jpg",Transitory
alpha_0966,Volume 2,60,,Transitory,Transitory,T,<a href='/New_Beehive/alpha5/alpha_0977/'>Vanity</a>|<a href='/New_Beehive/toc_vol2/toc2_172/'>922 [Transitory]</a>,,,,,<a href='/New_Beehive/index5/index_4217/'>transitory</a>,#item-925341921,,Entry: Transitory|Topic: Transitory|Xref: Vanity|Xref: 922 [Transitory]|Index: transitory|#item-925341921,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/810,1627,2937,569/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565115155751,966,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/810,1627,2937,569/full/0/default.jpg",Transitory
alpha_0967,Volume 2,60,,Treachery,Treachery,T,faithfullness|<a href='/New_Beehive/toc_vol2/toc2_174/'>933 [Treachery]</a>,,,,,<a href='/New_Beehive/index5/index_4223/'>treachery</a>,#item-cfd8402ee,,Entry: Treachery|Topic: Treachery|Xref: faithfullness|Xref: 933 [Treachery]|Index: treachery|#item-cfd8402ee,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/831,2101,2940,465/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529602892275,967,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/831,2101,2940,465/full/0/default.jpg",Treachery
alpha_0968,Volume 2,60,,Treasure,Treasure,T,<a href='/New_Beehive/alpha3/alpha_0599/'>Money</a>|<a href='/New_Beehive/toc_vol2/toc2_295/'>1509 [Treasure]</a>,,,,,<a href='/New_Beehive/index5/index_4227/'>treasure</a>,#item-eadb118c2,,Entry: Treasure|Topic: Treasure|Xref: Money|Xref: 1509 [Treasure]|Index: treasure|#item-eadb118c2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/814,2508,3047,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529603111595,968,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/814,2508,3047,513/full/0/default.jpg",Treasure
alpha_0969,Volume 2,60,,Tree,Tree,T,<a href='/New_Beehive/toc_vol2/toc2_324/'>1648 [Trees]</a>,,,,,<a href='/New_Beehive/index5/index_4231/'>trees</a>,#item-b309e8de8,,Entry: Tree|Topic: Tree|Xref: 1648 [Trees]|Index: trees|#item-b309e8de8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/820,2930,2960,474/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529609992874,969,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/820,2930,2960,474/full/0/default.jpg",Tree
alpha_0970,Volume 2,60,,Trinity,Trinity,T,<a href='/New_Beehive/toc_vol2/toc2_144/'>639 [Trinity]</a>,,,,,<a href='/New_Beehive/index5/index_4242/'>trinity</a>,#item-7671343b9,,Entry: Trinity|Topic: Trinity|Xref: 639 [Trinity]|Index: trinity|#item-7671343b9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/805,3306,2987,532/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529610209860,970,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/805,3306,2987,532/full/0/default.jpg",Trinity
alpha_0971,Volume 2,60,,Trusting,Trusting,T,<a href='/New_Beehive/alpha1/alpha_0245/'>Distrust</a>|<a href='/New_Beehive/alpha4/alpha_0789/'>resignation</a>|<a href='/New_Beehive/toc_vol2/toc2_159/'>719 [Confidence]</a>,,,,,<a href='/New_Beehive/index5/index_4253/'>trusting</a>,#item-43928140f,,Entry: Trusting|Topic: Trusting|Xref: Distrust|Xref: resignation|Xref: 719 [Confidence]|Index: trusting|#item-43928140f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/837,3722,2903,485/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529610309625,971,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/837,3722,2903,485/full/0/default.jpg",Trusting
alpha_0972,Volume 2,60,,Truth,Truth,T,<a href='/New_Beehive/alpha2/alpha_0311/'>Falshood</a>|<a href='/New_Beehive/alpha3/alpha_0534/'>Lie</a>|<a href='/New_Beehive/toc_vol2/toc2_244/'>1253 [Truth]</a>,,,,,<a href='/New_Beehive/index5/index_4257/'>truth</a>,#item-84ac84690,,Entry: Truth|Topic: Truth|Xref: Falshood|Xref: Lie|Xref: 1253 [Truth]|Index: truth|#item-84ac84690,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/812,4101,2923,981/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529610615624,972,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/812,4101,2923,981/full/0/default.jpg",Truth
alpha_0973,Volume 2,61,,Turk,Turk,T,<a href='/New_Beehive/toc_vol2/toc2_371/'>2053 [Turk]</a>,,,,,<a href='/New_Beehive/index5/index_4266/'>turk</a>,#item-aea4094df,,Entry: Turk|Topic: Turk|Xref: 2053 [Turk]|Index: turk|#item-aea4094df,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/271,246,3109,378/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565115373822,973,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/271,246,3109,378/full/0/default.jpg",Turk
alpha_0974,Volume 2,61,,Tyger,Tyger,T,,,,,,<a href='/New_Beehive/index5/index_4282/'>tyger</a>,#item-0187356dd,,Entry: Tyger|Topic: Tyger|Index: tyger|#item-0187356dd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/327,568,931,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529611493101,974,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/327,568,931,142/full/0/default.jpg",Tyger
alpha_0975,Volume 2,61,,Tyranny,Tyranny,T,<a href='/New_Beehive/alpha1/alpha_0199/'>Cruelty</a>,,,,,<a href='/New_Beehive/index5/index_4284/'>tyranny</a>,#item-e932376fc,,Entry: Tyranny|Topic: Tyranny|Xref: Cruelty|Index: tyranny|#item-e932376fc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/301,651,3048,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565115420760,975,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/301,651,3048,513/full/0/default.jpg",Tyranny
alpha_0976,Volume 2,61,,Vagabonds,Vagabonds,U/V,Travelling|<a href='/New_Beehive/toc_vol2/toc2_142/'>623 [Vagabond]</a>,,,,,<a href='/New_Beehive/index5/index_4288/'>vagabonds</a>,#item-f345db47e,,Entry: Vagabonds|Topic: Vagabonds|Xref: Travelling|Xref: 623 [Vagabond]|Index: vagabonds|#item-f345db47e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/288,1058,3061,491/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529001772922,976,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/288,1058,3061,491/full/0/default.jpg",Vagabonds
alpha_0977,Volume 2,61,,Vanity,Vanity,U/V,<a href='/New_Beehive/alpha5/alpha_0965/'>Transitory</a>|<a href='/New_Beehive/toc_vol2/toc2_326/'>1659 [Vanitatis Triumphus]</a>,,,,,<a href='/New_Beehive/index5/index_4297/'>vanity</a>,#item-f07610be2,,Entry: Vanity|Topic: Vanity|Xref: Transitory|Xref: 1659 [Vanitatis Triumphus]|Index: vanity|#item-f07610be2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/333,1462,3007,386/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529002022869,977,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/333,1462,3007,386/full/0/default.jpg",Vanity
alpha_0978,Volume 2,61,,Variety,Variety,U/V,hotchpotch|many men|<a href='/New_Beehive/alpha5/alpha_0998/'>unstableness</a>,,,,,<a href='/New_Beehive/index5/index_4299/'>variety</a>,#item-971d9fe72,,Entry: Variety|Topic: Variety|Xref: hotchpotch|Xref: many men|Xref: unstableness|Index: variety|#item-971d9fe72,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/338,1785,2998,457/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529002096452,978,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/338,1785,2998,457/full/0/default.jpg",Variety
alpha_0979,Volume 2,61,,Venom,Venom,U/V,<a href='/New_Beehive/toc_vol2/toc2_302/'>1540 [Poisoning]</a>,,,,,<a href='/New_Beehive/index5/index_4312/'>venom</a>,#item-09994abd8,,Entry: Venom|Topic: Venom|Xref: 1540 [Poisoning]|Index: venom|#item-09994abd8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/326,2195,2993,452/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529002547521,979,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/326,2195,2993,452/full/0/default.jpg",Venom
alpha_0980,Volume 2,61,,Vertue,Vertue,U/V,<a href='/New_Beehive/toc_vol2/toc2_215/'>1108 [Virtue]</a>,,,,,<a href='/New_Beehive/index5/index_4320/'>vertue</a>,#item-781179131,,Entry: Vertue|Topic: Vertue|Xref: 1108 [Virtue]|Index: vertue|#item-781179131,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/342,2588,2979,642/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529002787176,980,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/342,2588,2979,642/full/0/default.jpg",Vertue
alpha_0981,Volume 2,61,,Victory,Victory,U/V,784 [PAGE_MISSING],,,,,<a href='/New_Beehive/index5/index_4326/'>victory</a>,#item-b691fee42,,Entry: Victory|Topic: Victory|Xref: 784 [PAGE_MISSING]|Index: victory|#item-b691fee42,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/354,3156,2960,500/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529002965581,981,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/354,3156,2960,500/full/0/default.jpg",Victory
alpha_0982,Volume 2,61,,Vinegar,Vinegar,U/V,<a href='/New_Beehive/toc_vol2/toc2_324/'>1649 [Vinegar]</a>,,,,,<a href='/New_Beehive/index5/index_4335/'>vinegar</a>,#item-e74ef2a62,,Entry: Vinegar|Topic: Vinegar|Xref: 1649 [Vinegar]|Index: vinegar|#item-e74ef2a62,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/354,3632,2967,205/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529003407323,982,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/354,3632,2967,205/full/0/default.jpg",Vinegar
alpha_0983,Volume 2,61,,vine,vine,U/V,,,,,,<a href='/New_Beehive/index5/index_4333/'>vine</a>,#item-aa91ae3f0,,Entry: vine|Topic: vine|Index: vine|#item-aa91ae3f0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/338,3787,2960,140/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529003495847,983,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/338,3787,2960,140/full/0/default.jpg",vine
alpha_0984,Volume 2,61,,Vineyard,Vineyard,U/V,<a href='/New_Beehive/toc_vol2/toc2_181/'>973 [Grapes]</a>|<a href='/New_Beehive/toc_vol2/toc2_364/'>1990 [Vineyards]</a>,,,,,<a href='/New_Beehive/index5/index_4334/'>vineyard</a>,#item-fc758dd02,,Entry: Vineyard|Topic: Vineyard|Xref: 973 [Grapes]|Xref: 1990 [Vineyards]|Index: vineyard|#item-fc758dd02,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/340,3871,2969,276/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529003787011,984,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/340,3871,2969,276/full/0/default.jpg",Vineyard
alpha_0985,Volume 2,61,,Violet,Violet,U/V,,,,,,<a href='/New_Beehive/index5/index_4337/'>violet</a>,#item-233bfab9c,,Entry: Violet|Topic: Violet|Index: violet|#item-233bfab9c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/351,4030,1059,156/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565115708910,985,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/351,4030,1059,156/full/0/default.jpg",Violet
alpha_0986,Volume 2,61,,Virginity,Virginity,U/V,<a href='/New_Beehive/alpha1/alpha_0132/'>Celibate</a>|<a href='/New_Beehive/alpha1/alpha_0136/'>Chastity</a>|<a href='/New_Beehive/toc_vol2/toc2_366/'>2008 [Virgins]</a>,,,,,<a href='/New_Beehive/index5/index_4342/'>virginity</a>,#item-d23541ad7,,Entry: Virginity|Topic: Virginity|Xref: Celibate|Xref: Chastity|Xref: 2008 [Virgins]|Index: virginity|#item-d23541ad7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/359,4209,2952,398/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529004218632,986,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/359,4209,2952,398/full/0/default.jpg",Virginity
alpha_0987,Volume 2,61,,Day of Visitation,Day of Visitation,U/V,<a href='/New_Beehive/toc_vol2/toc2_249/'>1276 [Day of Visitation]</a>,,,,,<a href='/New_Beehive/index5/index_4346/'>day of Visitn</a>,#item-1cbb90b37,,Entry: Day of Visitation|Topic: Day of Visitation|Xref: 1276 [Day of Visitation]|Index: day of Visitn|#item-1cbb90b37,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/323,4529,2995,298/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529004469454,987,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/323,4529,2995,298/full/0/default.jpg",Day of Visitation
alpha_0988,Volume 2,61,,Visit,Visit,U/V,<a href='/New_Beehive/toc_vol2/toc2_279/'>1429 [Visit]</a>,,,,,<a href='/New_Beehive/index5/index_4345/'>visitation</a>,#item-85e05a08f,,Entry: Visit|Topic: Visit|Xref: 1429 [Visit]|Index: visitation|#item-85e05a08f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/307,4769,2995,300/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529004603315,988,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/307,4769,2995,300/full/0/default.jpg",Visit
alpha_0989,Volume 2,62,,Unanimity,Unanimity,U/V,<a href='/New_Beehive/alpha1/alpha_0239/'>Discord</a>|<a href='/New_Beehive/toc_vol2/toc2_093/'>312 [Unanimity]</a>,,,,,<a href='/New_Beehive/index5/index_4356/'>unanimity</a>,#item-d65d746e6,,Entry: Unanimity|Topic: Unanimity|Xref: Discord|Xref: 312 [Unanimity]|Index: unanimity|#item-d65d746e6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/830,239,2974,464/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528911528716,989,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/830,239,2974,464/full/0/default.jpg",Unanimity
alpha_0990,Volume 2,62,,Unbelief,Unbelief,U/V,<a href='/New_Beehive/alpha2/alpha_0308/'>faith</a>|<a href='/New_Beehive/toc_vol2/toc2_372/'>2070 [unbelief]</a>,,,,,<a href='/New_Beehive/index5/index_4360/'>unbelief</a>,#item-4cd97847c,,Entry: Unbelief|Topic: Unbelief|Xref: faith|Xref: 2070 [unbelief]|Index: unbelief|#item-4cd97847c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/846,572,2940,503/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528911634757,990,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/846,572,2940,503/full/0/default.jpg",Unbelief
alpha_0991,Volume 2,62,,Unction,Unction,U/V,,,,,,<a href='/New_Beehive/index5/index_4368/'>unction</a>,#item-90e57c221,,Entry: Unction|Topic: Unction|Index: unction|#item-90e57c221,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/825,948,2946,440/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528911800604,991,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/825,948,2946,440/full/0/default.jpg",Unction
alpha_0992,Volume 2,62,,Understanding,Understanding,U/V,<a href='/New_Beehive/alpha3/alpha_0503/'>Knowledge</a>|<a href='/New_Beehive/alpha3/alpha_0525/'>Learning</a>|<a href='/New_Beehive/toc_vol2/toc2_333/'>1693 [Understanding]</a>,,,,,<a href='/New_Beehive/index5/index_4372/'>understanding</a>,#item-fc6d5a61c,,Entry: Understanding|Topic: Understanding|Xref: Knowledge|Xref: Learning|Xref: 1693 [Understanding]|Index: understanding|#item-fc6d5a61c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/789,1235,2985,633/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528912064179,992,"https://stacks.stanford.edu/image/iiif/ps974xt6740%2F1607_0455/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/789,1235,2985,633/full/0/default.jpg",Understanding
